task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
15	12.54166903563869	1	1206.4344875288168	17.45833096436131	19.027714438048356	17.179981087278808	0	894.8847000529851	12.820018912721192	24.579912320600357	1	1	0	0	0	0	0	0	0	0	0	0
16	17.672869876680718	1	1240.8477257897498	12.327130123319282	19.31465131904847	3.7099464290063224	4	988.991633833961	33.70994642900632	19.8786364297791	0	1	0	0	1	0	0	0	0	0	0	0
17	1.8415071305351738	4	1319.4568517170057	28.158492869464826	23.347695376849785	16.894056052390212	1	1025.5790606877051	13.105943947609786	24.237938254721907	0	1	0	0	1	0	0	0	0	0	0	0
18	0.4425368622347534	4	1401.9714363099338	29.557463137765247	30.995914283452652	4.102075612450385	0	1097.8774329362811	25.897924387549615	24.111433125779104	1	0	0	0	1	0	0	0	0	0	0	0
19	5.271786843127877	4	1500.4385079136657	35.27178684312788	33.04908129663403	3.3304310421779135	3	1190.924886262361	33.33043104217791	32.282539167915935	0	0	0	1	1	0	0	0	0	0	0	0
20	4.317993909008962	2	1596.2429075763157	34.31799390900896	30.116408719760955	7.619262074020291	4	1295.9453262190011	37.61926207402029	29.933444872348655	0	0	1	0	1	0	0	0	0	0	0	0
21	9.240554592853972	0	1654.1963593379317	20.75944540714603	28.48002991594961	11.149358499152243	1	1348.570033742201	18.850641500847757	24.796075110189847	1	1	0	0	0	0	0	0	0	0	0	0
22	0.3626504316938437	3	1738.9587584597436	30.362650431693844	21.00985206606519	12.081678244298509	3	1398.592015310201	17.91832175570149	16.263444488298983	0	0	0	2	0	0	0	0	0	0	0	0
23	18.0925396406443	0	33.24166016986799	11.9074603593557	18.25588553490961	17.978629791652295	0	33.559658498304	12.021370208347705	13.954354144592239	2	0	0	0	0	0	0	0	0	0	0	0
24	17.502454186320715	0	68.130642233056	12.497545813679285	13.217443184080954	18.076629530272477	0	66.84573439296	11.923370469727525	17.692384425915225	2	0	0	0	0	0	0	0	0	0	0	0
25	14.752676620792123	1	110.69608666667799	15.247323379207877	18.67016157691152	0.8675874003295547	1	148.17371956704	29.132412599670445	22.666675266139702	0	2	0	0	0	0	0	0	0	0	0	0
26	1.7343844621525975	1	189.604263376502	28.265615537847403	19.985549665151762	3.0557572709788587	1	223.393063852224	26.94424272902114	29.078681891809435	0	2	0	0	0	0	0	0	0	0	0	0
27	13.556289921600001	2	235.509620678702	16.4437100784	19.07479368477839	1.1593903467367142	2	310.379695236864	31.159390346736714	28.438143049044537	0	0	2	0	0	0	0	0	0	0	0	0
28	17.484944561912236	2	270.447483776697	12.515055438087762	13.80182439935463	2.789203928624243	2	386.34316760278796	27.210796071375757	28.476870239519275	0	0	2	0	0	0	0	0	0	0	0	0
29	17.55329231842388	3	305.19454272109704	12.446707681576124	12.937152707724776	2.9395756995546343	3	461.88685210819796	27.060424300445366	27.415228278094204	0	0	0	2	0	0	0	0	0	0	0	0
30	16.150304996489556	3	343.858274605897	13.849695003510444	12.969357216907463	2.025535537538513	3	539.982232065903	27.974464462461487	28.336986337738143	0	0	0	2	0	0	0	0	0	0	0	0
31	17.388331034364178	4	379.065850468297	12.611668965635822	13.308177387768358	0.0239297496924209	4	623.665428181345	29.97607025030758	29.5819090473114	0	0	0	0	2	0	0	0	0	0	0	0
32	16.536831805841196	4	416.650528343657	13.463168194158806	13.230565237315822	0.7951924291651267	4	709.635340379431	30.795192429165127	29.194727974986744	0	0	0	0	2	0	0	0	0	0	0	0
33	16.383141447847162	4	454.664258468417	13.616858552152838	18.682477526629253	3.1870787545124806	3	784.488078856417	26.81292124548752	28.193557580656474	0	0	0	1	1	0	0	0	0	0	0	0
34	1.032594166423884	4	535.531599753817	28.967405833576116	23.588679137881787	3.027440932683227	2	859.786472919343	26.972559067316773	26.86439745663976	0	0	1	0	1	0	0	0	0	0	0	0
35	1.8182269720835826	0	614.205716123417	28.181773027916417	25.595227590755822	3.1922879428850095	1	934.6246690787891	26.80771205711499	22.7495316343483	1	1	0	0	0	0	0	0	0	0	0	0
36	10.363496089225077	4	669.024289540997	19.636503910774923	21.880940495410503	15.53167622138686	0	975.0154062940841	14.46832377861314	22.74064082326066	1	0	0	0	1	0	0	0	0	0	0	0
37	12.175455452459822	1	718.7844764028799	17.824544547540178	18.888304150211702	3.054113365946158	2	1050.239339814151	26.945886634053842	19.485768713961672	0	1	1	0	0	0	0	0	0	0	0	0
38	10.796136007679998	3	772.3952633814399	19.203863992320002	18.61916645508203	12.956904270781973	2	1097.817982058218	17.043095729218027	25.880772709872716	0	0	1	1	0	0	0	0	0	0	0	0
39	11.170909174614092	0	824.959808602309	18.829090825385908	18.78089512011212	3.6533357663462738	4	1191.766877739268	33.653335766346274	28.494735225951285	1	0	0	0	1	0	0	0	0	0	0	0
40	11.69026945736955	0	876.074473033819	18.30973054263045	16.878204281214806	4.787774182289546	4	1288.882747331493	34.787774182289546	36.92241071786807	1	0	0	0	1	0	0	0	0	0	0	0
41	16.50420852437194	1	913.750224236614	13.49579147562806	16.849908577573256	12.326122204968364	4	1407.0431718203629	42.326122204968364	30.157967774773727	0	1	0	0	1	0	0	0	0	0	0	0
42	11.255796285538743	2	966.077792939485	18.744203714461257	15.265919446285494	16.639993062936718	1	1444.339857852998	13.360006937063282	28.448071742985075	0	1	1	0	0	0	0	0	0	0	0	0
43	16.442236851232835	4	1003.92654839646	13.557763148767167	15.051336525911168	0.3419139130764215	2	1527.135348178993	29.65808608692358	18.438189703819702	0	0	1	0	1	0	0	0	0	0	0	0
44	17.147957285494922	2	1039.80516764112	12.852042714505078	13.08474233749075	17.703523912527757	1	1561.463010589853	12.296476087472243	25.55680857120657	0	1	1	0	0	0	0	0	0	0	0	0
45	17.155578850799998	3	1075.6625100159702	12.844421149200004	13.05438808829063	4.715863539223882	3	1658.378129636853	34.71586353922388	19.808334956705913	0	0	0	2	0	0	0	0	0	0	0	0
46	16.533299598833192	0	37.594538619924	13.466700401166808	13.263565049627465	17.587334756578386	1	1693.030153441405	12.412665243421612	26.168962640478806	1	1	0	0	0	0	0	0	0	0	0	0
47	16.52042640148442	0	75.22501491578001	13.47957359851558	14.004594686667462	1.3783591387909198	2	1780.628072703863	31.37835913879092	18.704356435852176	1	0	1	0	0	0	0	0	0	0	0	0
48	14.93248993968	1	117.28848050084001	15.06751006032	19.655722618823162	17.677955074656005	1	1815.027114787115	12.322044925343997	24.16569819367164	0	2	0	0	0	0	0	0	0	0	0	0
49	0.4200841976339049	1	202.21121555256798	30.420084197633905	20.02962789466794	1.2033094831199946	3	1895.4178758134049	28.796690516880005	18.340386667535522	0	1	0	1	0	0	0	0	0	0	0	0
50	15.39871057395009	2	242.97314853362397	14.60128942604991	19.484142663424954	16.09757543961743	0	1934.2288110444729	13.902424560382569	19.657023135622925	1	0	1	0	0	0	0	0	0	0	0	0
51	16.56894563340895	2	280.46817530702396	13.431054366591047	13.882386126127285	13.728045670393794	0	1979.654683547957	16.271954329606206	26.061150159849788	1	0	1	0	0	0	0	0	0	0	0	0
52	16.385185414259105	3	318.47619935888395	13.614814585740897	14.954259199317015	18.00907158956059	4	2113.680008402147	48.00907158956059	32.56683447622185	0	0	0	1	1	0	0	0	0	0	0	0
53	12.183091354380899	3	368.21506932790396	17.8169086456191	20.146315994870445	3.4194775094987406	3	2206.976049782831	33.41947750949874	37.339381552139095	0	0	0	2	0	0	0	0	0	0	0	0
54	0.992775246748657	4	449.19357176406396	29.007224753251343	26.504353229647762	0.5895955573579705	3	2292.372004047122	30.58959555735797	31.79881234750029	0	0	0	1	1	0	0	0	0	0	0	0
55	2.6889262900728355	4	540.4501576571839	32.688926290072835	27.08829657966233	1.3873639756441705	3	2379.995061812462	31.38736397564417	32.20655728922758	0	0	0	1	1	0	0	0	0	0	0	0
56	10.431261304337195	0	595.0795531825759	19.568738695662805	23.93243117025337	4.6427123346805885	3	2476.7059670801123	34.64271233468059	39.07808169412083	1	0	0	1	0	0	0	0	0	0	0	0
57	10.460371474975524	4	649.6276828149358	19.539628525024476	19.35409189596083	21.204168772037725	3	2619.6509382353843	51.204168772037725	41.857907767589005	0	0	0	1	1	0	0	0	0	0	0	0
58	11.04609153280478	0	702.5406772858558	18.95390846719522	25.17754005692179	9.726842196048707	0	110.904101130636	39.72684219604871	43.23527411390328	2	0	0	0	0	0	0	0	0	0	0	0
59	7.039083178545667	4	805.9414511592959	37.03908317854567	24.910568769518804	8.774811373623393	0	219.15044954866798	38.77481137362339	38.324031351053364	1	0	0	0	1	0	0	0	0	0	0	0
60	11.261285337184479	3	858.2536962596558	18.73871466281552	23.139430466798803	6.470440483487991	1	320.963762565072	36.47044048348799	35.28236535313862	0	1	0	1	0	0	0	0	0	0	0	0
61	16.35950644096478	2	896.3334074452958	13.640493559035221	14.793502112964774	0.601844202304477	1	406.393910963172	30.601844202304477	30.312735576776593	0	1	1	0	0	0	0	0	0	0	0	0
62	17.998701882956418	4	929.8370313553759	12.00129811704358	13.372664493740894	6.13407795546269	2	473.019610004172	23.86592204453731	26.00534342650889	0	0	1	0	1	0	0	0	0	0	0	0
63	15.523798194856122	4	970.2497613947359	14.476201805143878	18.20784406631164	6.451735967315113	2	538.758513762084	23.548264032684887	24.4707217093268	0	0	1	0	1	0	0	0	0	0	0	0
64	1.8539677232525378	1	1048.8241015006558	28.146032276747462	21.4347546850006	4.002020949241789	3	611.3362052787841	25.99797905075821	26.304930551605967	0	1	0	1	0	0	0	0	0	0	0	0
65	8.317970026889554	1	1109.353101842256	21.682029973110446	21.34723945861731	0.6314514286251942	3	693.3234033738721	29.368548571374806	28.545082378204896	0	1	0	1	0	0	0	0	0	0	0	0
66	15.78634387400597	3	1149.0328918606558	14.21365612599403	17.827906922064	0.26871951248167747	4	777.8235786795501	30.268719512481677	30.025150117069376	0	0	0	1	1	0	0	0	0	0	0	0
67	12.41196533291248	4	1198.1328219729419	17.58803466708752	14.828523400877373	0.43818226735164245	4	862.79683750924	30.438182267351642	29.418389659684777	0	0	0	0	2	0	0	0	0	0	0	0
68	17.31612059044943	1	1233.541985324604	12.683879409550569	14.528310066970747	2.451732800778988	1	939.702416773732	27.548267199221012	29.713379171233672	0	2	0	0	0	0	0	0	0	0	0	0
69	16.68698387572585	0	37.165503346932	13.31301612427415	13.587564959163942	1.153688047128366	2	1026.673129238632	31.153688047128366	28.561835408136123	1	0	1	0	0	0	0	0	0	0	0	0
70	15.234200656332897	0	78.386693181336	14.765799343667103	15.434240517621491	3.016449021941014	1	1102.00220905238	26.983550978058986	28.674192612260658	1	1	0	0	0	0	0	0	0	0	0	0
71	11.776093915076778	1	129.26176433508	18.22390608492322	15.199413759874387	2.114661188405371	0	1179.8487799014151	27.88533881159463	27.682776864908778	1	1	0	0	0	0	0	0	0	0	0	0
72	17.391464148967167	1	164.46059358588	12.608535851032835	14.413184232730744	1.8205591949272844	3	1258.516385482243	28.179440805072716	28.57431360001134	0	1	0	1	0	0	0	0	0	0	0	0
73	17.59288923776382	2	199.09711113045597	12.40711076223618	13.064310211146983	0.34183881663332016	1	1341.312085452475	29.65816118336668	30.22073977801337	0	1	1	0	0	0	0	0	0	0	0	0
74	15.822715979828061	2	238.67536235343596	14.177284020171939	20.00709493795271	2.824617345600714	1	1432.947475542277	32.824617345600714	32.17640025314435	0	1	1	0	0	0	0	0	0	0	0	0
75	3.4368900314500195	3	332.02001369123394	33.43689003145002	21.736398626893607	4.046422230465666	4	1527.993737602327	34.046422230465666	34.61438914459415	0	0	0	1	1	0	0	0	0	0	0	0
76	12.404978170941138	3	381.1394496306899	17.59502182905886	21.33006044991737	6.9721278577160675	1	1631.207594538451	36.97212785771607	32.432081578605136	0	1	0	1	0	0	0	0	0	0	0	0
77	17.04173051075678	4	417.3146186214939	12.958269489243223	14.65513917234746	3.7223053523663303	1	1704.566158763095	26.27769464763367	29.85596820313576	0	1	0	0	1	0	0	0	0	0	0	0
78	16.587873801259704	4	454.7568042596439	13.412126198740298	17.771519375866504	3.6819178959424512	0	1778.037471303589	26.31808210405755	26.959064376840956	1	0	0	0	1	0	0	0	0	0	0	0
79	3.0558375603840062	2	529.9759244035719	26.944162439615994	19.171625038671042	1.7185836211683565	1	1856.989758694494	28.281416378831643	29.639086223075697	0	1	1	0	0	0	0	0	0	0	0	0
80	12.841413522343167	2	577.8769783203638	17.158586477656833	18.871146609030443	4.317760186337907	1	1952.793505881354	34.31776018633791	30.629265007020297	0	1	1	0	0	0	0	0	0	0	0	0
81	17.489309090181493	3	612.8026571102738	12.510690909818507	14.103301507434745	0.7113815441086544	1	2034.5575657373838	29.288618455891346	30.688936675927398	0	1	0	1	0	0	0	0	0	0	0	0
82	17.359372865171103	3	648.0910745283378	12.640627134828895	15.28991884931606	1.5395686144470524	1	2114.009603355386	28.460431385552948	28.663931709342325	0	1	0	1	0	0	0	0	0	0	0	0
83	9.281561496699222	3	705.9300486833858	20.718438503300778	16.556898446340778	1.7572547134173107	1	2192.853933947096	28.24274528658269	28.41926599334113	0	1	0	1	0	0	0	0	0	0	0	0
84	13.688370299107344	2	751.4666815983778	16.311629700892656	16.64250182154507	1.445378692112243	1	2272.5689184316157	28.554621307887757	28.577748825281194	0	1	1	0	0	0	0	0	0	0	0	0
85	17.102562739558213	3	787.4720272837778	12.897437260441787	13.91856344062615	1.0641201186268638	1	2353.3482497671157	28.935879881373136	29.282673374414326	0	1	0	1	0	0	0	0	0	0	0	0
86	17.453376639456	2	822.4980174986298	12.546623360544	12.78798554222567	0.35751893398208523	1	2438.0963234578157	30.357518933982085	28.708645616919398	0	1	1	0	0	0	0	0	0	0	0	0
87	17.08010399430877	2	858.5660605145177	12.919896005691227	13.553733919843582	3.167461964597017	1	2513.003825473316	26.832538035402983	28.26486914546149	0	1	1	0	0	0	0	0	0	0	0	0
88	14.805317606704477	2	900.9845488624677	15.194682393295523	14.86990054247284	2.395449533000601	1	2590.066528860356	27.6045504669994	27.18810555186197	0	1	1	0	0	0	0	0	0	0	0	0
89	13.504876771568235	2	947.0334345418397	16.495123228431765	14.550789669973256	2.8727718468164767	1	2665.79670745466	27.127228153183523	30.341105818077608	0	1	1	0	0	0	0	0	0	0	0	0
90	18.03743661180752	2	980.4289240005437	11.962563388192478	13.730561701891583	6.291538834049909	1	2767.110586699716	36.29153883404991	32.65049166779988	0	1	1	0	0	0	0	0	0	0	0	0
91	17.26600151094949	0	1015.9780031158097	12.73399848905051	12.430902847743283	4.532708016166211	1	2863.51439657818	34.53270801616621	34.63128611530507	1	1	0	0	0	0	0	0	0	0	0	0
92	17.403853334013135	0	35.164242775880005	12.596146665986867	13.85748626133803	3.0696114956990996	1	2955.83372867034	33.0696114956991	33.86011265692657	1	1	0	0	0	0	0	0	0	0	0	0
93	13.757686371023286	0	80.50736832344	16.242313628976714	21.252338212235458	3.9780184589143914	2	3050.689030201476	33.97801845891439	32.10010032571224	1	0	1	0	0	0	0	0	0	0	0	0
94	4.918554341742798	1	177.98833252747198	34.9185543417428	22.943349452118923	0.7473289774767764	1	3132.35273680602	29.252671022523224	30.581420367016122	0	2	0	0	0	0	0	0	0	0	0	0
95	12.330819614362753	1	227.31479443737598	17.669180385637247	22.410566361352352	1.486428380389249	1	3211.9531242441	28.51357161961075	28.501018176036297	0	2	0	0	0	0	0	0	0	0	0	0
96	15.356035643322985	2	268.195861599766	14.643964356677015	17.489751120260536	2.2631881140250734	1	3289.38505742578	27.736811885974927	28.239766615483944	0	1	1	0	0	0	0	0	0	0	0	0
97	9.843891381532654	2	324.464998159654	20.156108618467346	15.856767436342688	1.531083659133845	1	3368.860782210698	28.468916340866155	28.344390754358212	0	1	1	0	0	0	0	0	0	0	0	0
98	17.2297706661163	3	360.11522171674596	12.770229333883702	15.173025751821854	1.1725559637664524	1	3449.33739681185	28.827444036233548	28.13592631598878	0	1	0	1	0	0	0	0	0	0	0	0
99	17.407260696885494	3	395.26995227127395	12.592739303114508	20.571526272508656	2.8885814291333674	1	3525.0234403221857	27.111418570866633	27.518485497376474	0	1	0	1	0	0	0	0	0	0	0	0
100	6.351610180527764	4	496.75153069191396	36.351610180527764	20.547811984378747	3.383406114970761	1	3599.3280982512256	26.61659388502924	26.938109401196414	0	1	0	0	1	0	0	0	0	0	0	0
101	17.30091353050603	4	532.203147085918	12.69908646949397	20.35062728057839	2.9136842523066306	1	3674.9440630468694	27.08631574769337	27.871903679477004	0	1	0	0	1	0	0	0	0	0	0	0
102	17.998814808286568	4	565.706455746118	12.001185191713432	13.091538718881672	0.08719859429158205	1	3758.4506336378054	29.912801405708418	29.093879559677372	0	1	0	0	1	0	0	0	0	0	0	0
103	15.425655504562386	2	606.3931674625479	14.574344495437614	13.152152153045256	0.2825215256303295	1	3842.9893395635236	30.28252152563033	28.8761403297034	0	1	1	0	0	0	0	0	0	0	0	0
104	17.11907322801528	0	642.3524213676719	12.880926771984717	18.49161232655152	3.5669019422285437	1	3916.7817383081356	26.433098057771456	27.937007624288952	1	1	0	0	0	0	0	0	0	0	0	0
105	1.980434287767764	4	720.5737089809869	28.019565712232236	18.97329846554376	2.904596710534925	1	3992.4230724912254	27.095403289465075	26.576272641701014	0	1	0	0	1	0	0	0	0	0	0	0
106	13.980597087585668	0	765.2945421114769	16.019402912414332	19.09386652520657	3.799683422133498	1	4065.5656229377696	26.200316577866502	26.257914808124777	1	1	0	0	0	0	0	0	0	0	0	0
107	16.757369049026863	1	802.2635535162768	13.242630950973137	19.47725142706746	4.5219754429572525	1	4136.69177482618	25.478024557042747	28.334994656272116	0	2	0	0	0	0	0	0	0	0	0	0
108	0.8302795821850815	1	883.6956896826769	29.16972041781492	18.30203868786627	3.326642833907094	1	4229.7286527375045	33.326642833907094	30.484879322910444	0	2	0	0	0	0	0	0	0	0	0	0
109	17.506235305189257	1	918.5741161223568	12.493764694810745	19.950742348570746	2.6499705777814953	1	4320.8764872671445	32.649970577781495	31.847188050040117	0	2	0	0	0	0	0	0	0	0	0	0
110	11.811258066913432	1	969.3510206855568	18.18874193308657	19.967619748757016	0.4350492615682384	1	4403.411974745267	29.56495073843176	30.667783761648238	0	2	0	0	0	0	0	0	0	0	0	0
111	0.7796473816262655	0	1050.9245050785169	29.220352618373735	21.976696092580298	0.2115700312685469	1	4486.571341741309	29.788429968731453	28.200413458911996	1	1	0	0	0	0	0	0	0	0	0	0
112	11.479006273719406	1	1102.628945897717	18.520993726280594	27.976207539123582	4.752140330427224	1	4557.054949985533	25.247859669572776	26.299042403536234	0	2	0	0	0	0	0	0	0	0	0	0
113	6.187276272716417	2	1203.6517588257168	36.18727627271642	23.551256403295522	6.139162427695528	1	4623.666454874883	23.860837572304472	25.630992295848838	0	1	1	0	0	0	0	0	0	0	0	0
114	14.05450078911045	0	1248.1662774561169	15.94549921088955	23.4277282653994	2.2157203543307418	1	4701.230902219043	27.78427964566926	25.707536331992355	1	1	0	0	0	0	0	0	0	0	0	0
115	11.849590687407762	0	50.669892664319995	18.150409312592238	15.58073590157373	4.522508221996663	1	4772.355566765969	25.477491778003337	26.202669053485135	1	1	0	0	0	0	0	0	0	0	0	0
116	17.353700818760597	0	85.97414454527998	12.646299181239403	20.019502705033556	4.653764263217191	1	4843.1138081978215	25.34623573678281	24.85590088940633	1	1	0	0	0	0	0	0	0	0	0	0
117	0.7382003787309799	1	167.663335154656	29.26179962126902	18.22305810353385	6.256024846567161	1	4909.399072167822	23.74397515343284	26.092229365457555	0	2	0	0	0	0	0	0	0	0	0	0
118	17.238924491906868	1	203.28800428141602	12.761075508093132	21.13506041425863	0.813522793842985	1	4990.877987701677	29.186477206157015	25.714512486451344	0	2	0	0	0	0	0	0	0	0	0	0
119	8.61769388658627	2	262.980275514696	21.38230611341373	16.888444739818983	5.786914900235825	1	5058.472850271852	24.213085099764175	27.28260627691701	0	1	1	0	0	0	0	0	0	0	0	0
120	13.47804740204991	2	309.10405985064	16.52195259795009	16.52195259795009	1.5517434751701558	0	79.41804946514999	28.448256524829844	28.448256524829844	1	0	1	0	0	0	0	0	0	0	0	0
