task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
75	9.963761035051935	0	968.4533624620392	29.963761035051935	20.748140798054486	21.809753937913932	5.877283527488004	1	766.9526693518859	14.122716472511996	21.098526655701427	21.908156436092703	18.3470275421397	4	1008.5150666087388	38.3470275421397	23.02436278604253	23.419019098680643	13.16975757364537	4	605.5884898527399	33.16975757364537	21.91260039371408	25.196848305864926	1	1	0	0	2	0	0	0	0	0	0	0
76	6.741278232549256	0	1005.4672940628392	13.258721767450744	20.650875615838853	22.867096508852633	1.930074704110332	0	817.3978774695779	18.069925295889668	21.059194170509066	22.304959198140033	5.13212372225313	0	1050.0212212174488	14.86787627774687	22.918434389830903	22.290268128586813	16.335907658153793	2	707.0262320650859	36.33590765815379	22.099916072473036	24.50316925280339	3	0	1	0	0	0	0	0	0	0	0	0
77	24.529295465074625	0	1129.7782439028392	44.529295465074625	20.957009203649566	27.401177257451742	0.0046393459424507455	0	873.2441623103339	20.00463934594245	21.045674236860776	26.266962843360716	1.7253148586089573	1	1101.0380505704989	18.274685141391043	22.858899143056032	25.098055253994623	6.66882164305194	3	744.2424383115658	13.33117835694806	21.987496358171434	25.018901442438235	2	1	0	1	0	0	0	0	0	0	0	0
78	6.692141028244777	0	1166.9293501989891	13.307858971755223	20.86018451716989	22.514984585399787	0.01554610571558257	2	929.1208951887899	20.015546105715583	21.032634640264003	21.19956343860681	6.323898354121194	1	1139.2171676652438	13.676101645878806	22.74266120005379	21.241301426449613	8.422274768501968	3	823.5879553736338	28.422274768501968	22.06894924944144	22.276536373710844	1	1	1	1	0	0	0	0	0	0	0	0
79	8.61025779552239	2	1246.7996532114892	28.61025779552239	20.957060433149298	23.650774525488394	2.545120746849907	0	992.0593572737458	22.545120746849907	21.051540716596328	22.271695834358006	3.153836313264481	1	1186.2460412907137	16.84616368673552	22.66895498113731	19.503382656524092	4.396337850657433	4	867.1481788738818	15.603662149342567	21.988133160690204	19.063284936864104	1	1	1	0	1	0	0	0	0	0	0	0
80	6.752562117791044	2	1283.7820839659892	13.247437882208956	20.861879907829046	18.560560210945898	4.361535588223285	0	1035.7167370899558	15.638464411776715	20.98471261406769	18.791288816428764	3.014130068823878	0	1233.6649281819136	16.985869931176122	22.598793437310626	19.159089912370852	8.475027128097192	4	946.6409629398197	28.475027128097192	22.068218271398933	20.005038014609017	2	0	1	0	1	0	0	0	0	0	0	0
81	10.008233001014922	4	1367.5550677604892	30.008233001014922	20.973420799209364	21.638251150122628	4.127327790575759	0	1080.0279470079317	15.872672209424241	20.922370657913504	20.383290894214856	5.855315279949258	1	1273.1521730253887	14.144684720050742	22.495694550514774	18.936733586667692	7.622207723831526	4	1023.7529595021826	27.622207723831526	22.135949850087137	19.444442284365856	1	1	0	0	2	0	0	0	0	0	0	0
82	0.08604620341492364	0	1423.6286134116892	20.086046203414924	20.96272953901907	19.768430536033794	5.62238543089194	0	1120.1654543466918	14.37761456910806	20.843518174915847	19.64582577801034	3.0790970984107418	0	1320.3896936256588	16.92090290158926	22.42852838606989	20.01317227994837	6.871846275145911	1	1060.4023886507337	13.128153724854089	22.027422185927705	19.762141211256107	3	1	0	0	0	0	0	0	0	0	0	0
83	16.475002845423994	4	1525.4546630218313	36.475002845423994	21.14739945933341	21.711054502680895	45.349959300144945	0	1302.6007573929298	65.34995930014495	21.373356759740005	25.398547719885674	6.9843565742175535	0	1356.7250315226347	13.015643425782446	22.31647023178075	23.69928876236242	6.8811093219192845	2	1097.0259584603757	13.118890678080716	21.921368239405716	23.42391060922807	2	0	1	0	1	0	0	0	0	0	0	0
84	10.760072386557372	0	1611.3265317676373	30.760072386557372	21.26048972906546	25.08544937587873	4.147990286065195	0	1346.8542845109978	15.852009713934805	21.30839973567171	23.908429574889063	2.9085619898204165	1	1404.4386293010527	17.091438010179584	22.2549992644678	23.608968755565527	2.6201234537055456	2	1145.5447804854477	17.379876546294454	21.867938925369113	23.909194953284167	2	1	1	0	0	0	0	0	0	0	0	0
85	0.5847599673253754	2	1665.5274101921873	19.415240032674625	21.23903333724696	24.158628666392705	5.7281656719235805	0	1386.6964886768778	14.27183432807642	21.226579207676416	24.272996726714936	6.826858794654569	1	1441.2136484993086	13.17314120534543	22.14939626378033	21.94281056270708	5.411908332570746	0	1186.2698697236876	14.588091667429254	21.783289538648884	16.86662379943551	2	1	1	0	0	0	0	0	0	0	0	0
86	6.275281566834389	2	1703.8422491514414	13.724718433165611	21.152661901567864	16.937531300173827	5.788714836057075	0	1426.3696597595517	14.211285163942925	21.14594364395534	17.046770748760046	26.17194548000478	0	1570.1103296309886	46.17194548000478	22.42551751913923	18.58795805810479	6.966575379597614	4	1222.6548467889777	13.033424620402386	21.682716378669042	18.306099548751547	2	0	1	0	1	0	0	0	0	0	0	0
87	11.146554067268298	4	1790.7930459225654	31.146554067268298	21.26622885799628	19.711611154460417	5.48886914272024	0	1466.8799000694578	14.51113085727976	21.070548044106754	19.42473658555895	17.66408187066937	0	1675.2558915199406	37.66408187066937	22.59868302313389	21.249620769358426	7.013117664059942	1	1258.9098933101436	12.986882335940058	21.58390008272894	21.12112557014479	2	1	0	0	1	0	0	0	0	0	0	0
88	8.132642022122267	0	1823.9227536108074	11.867357977877733	21.160623567208425	20.99054724739802	3.1707289931271667	0	1531.5648518419378	23.170728993127167	21.09414558285979	21.848810979967812	15.124726193124772	2	1773.3124188090806	35.12472619312477	22.739425081223676	23.988811755963724	7.764578342875225	3	1336.4193411840035	27.764578342875225	21.653345905876648	25.344141073856957	2	0	1	1	0	0	0	0	0	0	0	0
89	6.5504816329520015	0	1861.4693257188164	13.449518367047999	21.074944620539977	22.071898362561278	2.8719609725134347	0	1579.3806274603378	17.128039027486565	21.05007773224453	22.48135980326969	7.350829028974331	0	1808.6246877698607	12.649170971025669	22.62731114666592	20.63162149364543	1.4508957331247778	3	1388.2022572623634	18.549104266875222	21.618854332109965	21.035418834604975	3	0	0	1	0	0	0	0	0	0	0	0
90	6.267561104419105	0	1899.8057176356465	13.732438895580895	20.994257744441526	18.64225453709613	5.454041840835702	0	1619.9880939880047	14.545958159164298	20.97860389078211	18.798162119418556	7.407284833894687	0	1843.7793509419046	12.592715166105313	22.517040861165253	18.87069783824131	3.2828870799498446	1	1453.2003170272235	23.282887079949845	21.637140406262052	18.88191364692358	3	1	0	0	0	0	0	0	0	0	0	0
91	13.62485979009552	4	1993.6751178829966	33.62485979009552	21.13154689711168	18.73192700662066	5.821891250939226	0	1659.5686475791326	14.178108749060774	20.90468546532862	17.373280047239213	3.733450231498505	0	1889.1901357123045	16.266549768501495	22.449100740592822	17.654983187384563	13.652982509844776	1	1547.1482265338734	33.652982509844776	21.76774738564882	19.307477535620382	2	1	0	0	1	0	0	0	0	0	0	0
92	6.497415469705556	0	2031.3698330300685	13.502584530294444	21.049515043705043	19.39281889154726	5.109627098887643	0	1701.1376052614046	14.890372901112357	20.840015437756403	19.026945754970974	6.09857838813612	0	38.80813533312	13.90142161186388	22.35719021232692	19.043844026599267	6.881239651681193	4	1583.7714325062634	13.118760348318807	21.67474752503237	18.90112424551472	3	0	0	0	1	0	0	0	0	0	0	0
93	6.079872749669855	0	2070.2301882705738	13.920127250330145	20.97367049271169	19.033865453937203	4.855192920295641	0	1743.4168583589126	15.144807079704359	20.779428114798403	18.220057453912652	4.506744810144477	0	82.0601394048	15.493255189855523	22.284169626981477	16.406896993888655	7.689506767411583	1	1661.0713055652875	27.689506767411583	21.738734325483215	17.758036795723733	3	1	0	0	0	0	0	0	0	0	0	0
94	5.286033640646448	0	2111.3066776904357	14.713966359353552	20.90777887025529	17.60277845480894	4.450631941967766	0	1786.8255108542526	15.549368058032234	20.72437485104297	15.79241700962769	5.754389899691944	1	121.82913426816	14.245610100308056	22.199553210911233	15.86671956662905	6.983131252298268	2	1697.4100641526215	13.016868747701732	21.646925214138143	15.679369151287986	2	1	1	0	0	0	0	0	0	0	0	0
95	5.457769298812064	0	2151.9037383979185	14.542230701187936	20.841471076827506	15.743450060220393	2.6162147165793463	0	1835.3552447704685	17.383785283420654	20.689577043046903	16.169952553730575	2.4893407002746244	1	170.71305814656	17.510659299725376	22.150710566003045	16.529005758670102	6.9388834305425675	3	1733.8723479090236	13.061116569457432	21.557489707422718	16.320636707645406	2	1	0	1	0	0	0	0	0	0	0	0
96	9.454630966112827	0	82.22751144706498	29.454630966112827	20.930266539603643	17.716774285271136	5.662169063989017	0	1875.3816894668325	14.337830936010983	20.624095124417668	16.381606702131077	5.932780670548061	2	209.98404544128	14.06721932945194	22.067375604801487	16.316931999140916	6.944404154062331	2	1770.3192196455996	13.055595845937669	21.46984131709813	16.06755477793146	2	0	2	0	0	0	0	0	0	0	0	0
97	6.724115510856837	0	119.28935564592298	13.275884489143163	20.85216060031323	15.97058221681497	15.44490166217647	0	1974.3320399404085	35.44490166217647	20.775327844190716	18.213385508262444	4.680030566247165	2	252.75229344384	15.319969433752835	21.998524521423438	18.291159381518938	6.225637412436297	3	1808.7726485358817	13.774362587563703	21.391316023939616	17.930217111933242	2	0	1	1	0	0	0	0	0	0	0	0
98	4.745666275328	1	161.874370627299	15.254333724672	20.795616894498668	17.704584554427903	0.3569751911403003	0	2029.1688175318086	19.6430248088597	20.763890439793435	18.36277537836813	11.585318480391638	3	340.92797420159997	31.58531848039164	22.09536082403928	18.57584412979601	2.8012606337005366	0	48.013147397586	17.198739366299463	21.348966764771532	18.861934972824855	2	1	0	1	0	0	0	0	0	0	0	0
99	6.593256894426384	1	199.301528463692	13.406743105573616	20.72172815660942	18.795887350437024	0.25645454651510846	0	2084.2862152561206	19.74354545348489	20.753686989930348	19.464682311191744	0.14410859963224354	3	396.35900436095994	19.855891400367756	22.072966129802566	20.122683002314208	7.555889492222089	0	82.75295589846601	12.44411050777791	21.259918202201597	17.822603886874354	2	1	0	1	0	0	0	0	0	0	0	0
100	2.5486087805041215	2	248.019995618118	17.45139121949588	20.68934858297463	18.035746065448656	4.258918355973734	0	2152.0090289998807	24.258918355973734	20.788392250980284	19.084201642289663	2.207462725234624	4	458.35483780223996	22.207462725234624	22.074297779262288	19.779514542345925	7.226072968191993	1	158.759076268002	27.226072968191993	21.31898904146883	20.537819358279148	1	1	1	0	1	0	0	0	0	0	0	0
101	15.122438728292295	2	346.07013706793396	35.122438728292295	20.830849466752255	20.891531383069218	4.866538098888119	0	2194.2566101404846	15.13346190111188	20.732951757354122	20.685003636550455	2.5300473004779676	4	507.125122421739	17.469952699522032	22.029157141225618	21.091324595945295	7.128233090512243	1	194.69275889032198	12.871766909487757	21.236173138214113	20.404146741545585	1	1	1	0	1	0	0	0	0	0	0	0
102	20.193741065624117	3	458.27766420946796	40.19374106562412	21.018838705576254	22.43793170807122	5.572333775819944	0	2234.5338450163204	14.427666224180056	20.671735392954375	22.636287279711436	2.326015548145673	2	569.451915826979	22.326015548145673	22.032039261681152	23.123749712576416	6.149503847615765	2	233.35872731572798	13.850496152384235	21.164467536409937	22.082907492217466	1	0	2	1	0	0	0	0	0	0	0	0
103	1.1966038863715873	3	510.77047836001395	18.803396113628413	20.99753637296137	21.742500831056848	5.408757794793075	0	2275.2677295058566	14.591242205206925	20.613269112302955	20.47901775475834	3.01576639576502	1	633.704263681823	23.01576639576502	22.04149817643196	19.268350521505614	7.256779587062448	2	268.93355096851195	12.743220412937552	21.08349400637655	19.02932637268818	1	1	1	1	0	0	0	0	0	0	0	0
104	9.862761252844894	4	594.137353524206	29.862761252844894	21.08196708610312	20.268607228020464	6.979959918672243	0	2350.5867842788166	26.979959918672243	20.673904262839805	21.67942652893891	1.2222408828919455	0	692.9496861465631	21.222240882891946	22.033695726017296	19.782276510665696	1.580313549927169	3	320.35517564163194	18.41968645007283	21.05812441060223	20.181478533254978	2	0	0	1	1	0	0	0	0	0	0	0
105	6.645530774585316	4	631.4185801118219	13.354469225414684	21.009066162889074	19.28432390098187	5.701127896807645	0	2390.5044689002284	14.298872103192355	20.613762450012945	19.32916149606269	21.105658333435215	2	807.7029823274031	41.105658333435215	22.213619901558975	21.559387718043364	14.408344517769564	3	416.41180408707197	34.408344517769564	21.184069883311352	23.54109794929963	1	0	1	1	1	0	0	0	0	0	0	0
106	4.808862752401202	1	673.8271715947019	15.191137247598798	20.954692995456455	22.758635034483007	4.265838853362384	0	2434.4290021012584	15.734161146637616	20.56815869951411	23.057729107853014	4.8916395474954015	0	849.8804885906451	15.108360452504598	22.14721560764258	21.58228902781898	13.299192109814925	4	509.37204872697197	33.299192109814925	21.297295324680544	22.21421224693325	2	1	0	0	1	0	0	0	0	0	0	0
107	5.947783020054926	0	713.0562773303819	14.052216979945074	20.890781180498017	21.497209856638566	5.681756412162388	2	2474.4007654506386	14.318243587837612	20.510289115146733	21.087065570415042	19.793277900684416	0	960.970056063389	39.793277900684416	22.310605073318897	23.730946437942016	1.3440628053110473	4	561.453206728812	18.655937194688953	21.272838304958402	24.16665294709168	2	0	1	0	1	0	0	0	0	0	0	0
108	6.154460023670451	0	751.7084097643019	13.84553997632955	20.826145940092804	21.440641111381108	5.246192293056117	0	2515.5884786325237	14.753807706943883	20.457477359108175	19.475187430298543	5.953888636206566	1	1000.1821169539791	14.046111363793434	22.23478403011224	19.360684841918008	10.28283100645493	2	645.992776621832	30.28283100645493	21.355498788458373	20.81555182789974	2	1	1	0	0	0	0	0	0	0	0	0
109	6.256498699462689	3	790.075684228302	13.74350130053731	20.761758261551392	20.67906591270301	4.867468444192957	0	2557.8334625591515	15.132531555807043	20.409068760896346	18.862399857302222	5.902778184491938	0	1039.5368611889392	14.097221815508062	22.160806191797654	18.866900340858518	1.268200588597015	1	698.2857166453321	18.731799411402985	21.331646975939687	19.308255923215057	2	1	0	1	0	0	0	0	0	0	0	0
110	5.110725704444183	0	831.6415749700619	14.889274295555817	20.708853000596477	16.8178555627022	4.6216097526065685	0	2600.7648019997914	15.378390247393432	20.36374733284677	16.490100867972647	6.689688945511282	0	1076.6948128827203	13.310311054488718	22.08107200137145	16.436577975788563	7.538405028620899	3	733.0743359404321	12.461594971379101	21.251736597520225	16.207356702232083	3	0	0	1	0	0	0	0	0	0	0	0
111	4.770846637913312	2	874.1562947725539	15.229153362086688	20.659927110966926	16.325660902061408	2.957366999771221	0	2648.3421524587634	17.04263300022878	20.334094526305538	15.001641101438796	1.0729710892908635	0	1129.5327685917832	18.927028910709137	22.05291090234768	15.519993862455976	7.196714410794026	4	768.8168415436321	12.803285589205974	21.176303999231703	15.28706926579587	2	0	1	0	1	0	0	0	0	0	0	0
112	4.746141858494086	0	916.7399820842579	15.253858141505914	20.612085792653115	15.402732898395655	29.440132657375038	0	2786.3625227939356	49.44013265737504	20.59167008498757	18.47356622299286	5.621595070706622	0	1169.6724823527272	14.378404929293378	21.984994920285253	18.422479286366617	6.984799670859703	4	805.1509424624821	13.015200329140297	21.104081842859216	18.186160294541303	3	0	0	0	1	0	0	0	0	0	0	0
113	6.473273208148061	0	954.502094378178	13.526726791851939	20.549933520716262	18.20780186827762	10.768266310331704	0	2872.2572662436114	30.768266310331704	20.68093847292919	20.03846900217288	5.097924050135761	0	1211.2741110460981	14.902075949864239	21.922864052123668	20.00576126095064	7.615198985365733	1	839.7251786283362	12.384801014634267	21.027596923313382	19.539978062391192	3	1	0	0	0	0	0	0	0	0	0	0
114	6.39324190699176	0	992.4876273878259	13.60675809300824	20.489558082214455	19.0079509806211	9.791713204055881	0	2955.4257989382672	29.79171320405588	20.76016260102594	20.70679374210609	4.688580450163819	0	1254.0184906227241	15.311419549836181	21.865373230364643	20.712549882939115	7.19085361915821	2	875.4840456081862	12.80914638084179	20.956132135987545	17.04945125528579	3	0	1	0	0	0	0	0	0	0	0	0
115	6.1983200639288345	0	1031.017317209358	13.801679936071165	20.431903960264943	16.99177875596357	5.664967963456958	0	2995.4444300402834	14.335032036543042	20.70477354443557	17.123761926703843	5.444487062964656	0	1294.652630905281	14.555512937035344	21.802357193353185	17.226640541222185	14.586450613330626	4	972.0378869037341	34.586450613330626	21.073634881481883	17.608458971522076	3	0	0	0	1	0	0	0	0	0	0	0
116	6.586351563652778	0	1068.463752427494	13.413648436347222	20.37191887031693	17.459616220170375	0.5941303060847787	0	3049.6191496024635	19.40586969391522	20.69367180212343	18.161723088098473	13.179375404198204	0	1387.2783872420011	33.179375404198204	21.89959666524075	20.118984819217467	7.322740688613257	1	1007.4285691480221	12.677259311386743	21.001870987720388	18.407539429950553	3	1	0	0	0	0	0	0	0	0	0	0
117	5.89812705332967	0	1107.831481070282	14.10187294667033	20.318782887913144	18.28658476963397	2.7277674675594064	0	3097.8374654221934	17.272232532440594	20.66467655407527	18.732893384793847	24.79045297640907	0	1512.3184018011432	44.79045297640907	22.093586972962516	21.83177068882764	6.334186318469131	1	1045.5789656756292	13.665813681530869	20.93970101054929	21.76484885332642	3	1	0	0	0	0	0	0	0	0	0	0
118	4.003476622271048	0	1152.488442166442	15.996523377728952	20.282461379424202	21.90894989739578	0.13202360153074366	0	3154.0393646431335	20.132023601530744	20.660200478843805	20.463507196215794	6.761735016969553	0	1587.0282453901832	26.761735016969553	22.132815107786104	21.798315854278023	0.3946233982433398	2	1102.5139559957252	20.39462339824334	20.935120526412263	21.89719122471084	3	0	1	0	0	0	0	0	0	0	0	0
119	3.1361876553074666	0	1199.5665849620418	16.863812344692533	20.253972637468106	20.265634918760277	1.4106500676994642	0	3213.8107627487943	21.410650067699464	20.666454225417603	21.138973994391545	25.016631308656713	0	1712.6996744601831	45.01663130865671	22.32351357612669	24.230449830590185	26.525445621699824	1	1232.3974916896373	46.525445621699824	21.148373235539662	27.155771139516105	3	1	0	0	0	0	0	0	0	0	0	0
120	23.533389533619108	0	1321.0972974100619	43.53338953361911	20.446364512642905	27.03006479523711	0.8414123801085331	0	3271.9930389765973	20.841412380108533	20.667900160580338	27.74762466509488	4.022395384587462	3	1779.7621949088232	24.022395384587462	22.33755392165116	28.550211865780728	21.511484677312005	4	1348.2837197471333	41.511484677312005	21.316663412744393	30.68815797335885	2	0	0	1	1	0	0	0	0	0	0	0
