task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	r4_energy	r4_config	r4_reward	r4_rate	r4_avgrate	r4_rollrate	r5_energy	r5_config	r5_reward	r5_rate	r5_avgrate	r5_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
98	65.1132149094	6	5397.389167692737	65.1132149094	54.51908250194684	44.669358118739	49.41658104114399	0	4982.623433998677	49.41658104114399	50.32952963635027	46.4527251151586	56.024440346328	0	5180.793824001821	56.024440346328	52.331250747493144	48.8857080149142	34.60097417767201	0	5136.678389157715	34.60097417767201	51.885640294522375	46.9801757941038	34.737625185216004	0	4538.994928929187	34.737625185216004	45.848433625547344	45.3691735285134	43.78142700348	3	5326.469029254317	43.78142700348	53.802717467215324	46.6940829789166	4	0	0	1	0	0	1	0	0	0	0	0
99	34.479396886787995	6	5431.868564579525	34.479396886787995	54.31868564579525	44.776395775836406	38.35443306743	0	5020.977867066107	38.35443306743	50.20977867066107	44.0215187943922	56.72172996220001	6	5237.515553964021	56.72172996220001	52.37515553964021	46.568017773165806	32.128064286024006	0	5168.806453443739	32.128064286024006	51.68806453443739	44.53578868656821	63.16614310935999	0	4602.161072038547	63.16614310935999	46.02161072038547	44.34108150656421	43.27126483679999	3	5369.740294091117	43.27126483679999	53.69740294091117	43.7265498861298	3	0	0	1	0	0	2	0	0	0	0	0
100	31.768781482367995	6	5463.6373460618925	31.768781482367995	54.095419267939526	41.3009839997338	36.092394657199996	0	5057.070261723307	36.092394657199996	50.07000259131988	41.4501260476866	37.302724329424	0	5274.818278293445	37.302724329424	52.22592354745985	41.7066359621074	35.750201632026005	0	5204.556655075765	35.750201632026005	51.530263911641235	40.903513424962	40.197769889625995	0	4642.358841928173	40.197769889625995	45.96394892998191	41.4753507252458	37.530577355855996	3	5407.270871446973	37.530577355855996	53.537335360861114	41.392965154088394	4	0	0	1	0	0	1	0	0	0	0	0
101	45.98197046583	6	5509.619316527723	45.98197046583	54.01587565223257	40.3189892044514	39.36734443615999	0	5096.437606159468	39.36734443615999	49.96507457019086	41.042917219465	37.869726963599994	0	5312.688005257045	37.869726963599994	52.085176522127895	38.51327560488899	51.620056763352	0	5256.176711839117	51.620056763352	51.53114423371684	39.3481547975442	45.11371363648999	0	4687.472555564663	45.11371363648999	45.95561328984964	40.6826480129564	37.32794028943199	3	5444.598811736405	37.32794028943199	53.37841972290593	40.806202576179594	4	0	0	1	0	0	1	0	0	0	0	0
102	31.86971657674	6	5541.489033104463	31.86971657674	53.80086439907245	40.262901800911195	40.042678297672	0	5136.4802844571395	40.042678297672	49.86874062579747	40.6921494674758	54.144233370304	0	5366.832238627349	54.144233370304	52.105167365314074	42.086795815543596	49.87486915488	0	5306.051580993997	49.87486915488	51.5150638931456	43.321224995446	31.42999848967199	0	4718.902554054334	31.42999848967199	45.81458790344014	41.8660277978302	51.447390172464	4	5496.046201908869	51.447390172464	53.3596718631929	43.074032371460596	4	0	0	0	1	0	1	0	0	0	0	0
103	35.36520712965	6	5576.854240234113	35.36520712965	53.62359846378955	42.823580388065594	39.968578651680005	0	5176.44886310882	39.968578651680005	49.77354676066173	41.6584325768984	55.62518003731199	0	5422.457418664661	55.62518003731199	52.13901364100636	42.7095792169806	91.445205251526	0	5397.496786245523	91.445205251526	51.89900756005311	48.12130571319	31.925804383019	0	4750.828358437353	31.925804383019	45.68104190805147	48.1269144938179	37.372641664175994	3	5533.418843573045	37.372641664175994	53.20595041897158	47.859910830468294	4	0	0	1	0	0	1	0	0	0	0	0
104	37.192973761656	6	5614.047213995768	37.192973761656	53.46711632376922	46.1647848696035	93.04267188968397	0	5269.491534998504	93.04267188968397	50.18563366665242	50.4815651430839	37.406742444288	0	5459.86416110895	37.406742444288	51.998706296275714	51.079239538545494	82.875219801738	0	5480.3720060472615	82.875219801738	52.194019105212014	54.22202250147289	31.742499062399997	0	4782.570857499753	31.742499062399997	45.548293880950034	53.8597516947479	42.531685510392	3	5575.950529083437	42.531685510392	53.10429075317559	54.1160623806191	4	0	0	1	0	0	1	0	0	0	0	0
105	38.798266204206	6	5652.845480199974	38.798266204206	53.32873094528278	52.4333709973085	90.84935603967999	0	5360.340891038184	90.84935603967999	50.56925368903947	52.37378607612389	37.15358302278	0	5497.01774413173	37.15358302278	51.858657963506886	52.896563940099995	31.304167895693002	0	5511.676173942955	31.304167895693002	51.99694503719769	52.289716563251694	32.32129009365	0	4814.892147593403	32.32129009365	45.42351082635286	51.8025481964511	38.063395917144	3	5614.0139250005805	38.063395917144	52.9623955188734	46.3046205991971	4	0	0	1	0	0	1	0	0	0	0	0
106	31.54710301012	6	5684.392583210094	31.54710301012	53.1251643290663	45.71865665578031	85.42875354917399	0	5445.769644587358	85.42875354917399	50.895043407358486	45.9740100305239	37.150706039039996	0	5534.1684501707705	37.150706039039996	51.721200468885705	46.5148307281879	31.320185098919996	0	5542.996359041875	31.320185098919996	51.80370429011098	45.3936806870407	34.466007889362	0	4849.358155482765	34.466007889362	45.32110425684827	44.9604548555563	37.408039187376005	3	5651.421964187956	37.408039187376005	52.81702770269118	39.6163231703259	4	0	0	1	0	0	1	0	0	0	0	0
107	42.78977154384	6	5727.182354753934	42.78977154384	53.029466247721615	40.179942022431895	84.24012868803001	0	5530.009773275388	84.24012868803001	51.20379419699434	45.473538101665596	41.98140564700499	0	5576.1498558177755	41.98140564700499	51.631017183497924	46.4395496570011	31.305129591735998	0	5574.3014886336105	31.305129591735998	51.61390267253343	45.7637230244603	45.658358262107996	0	4895.016513744873	45.658358262107996	45.324226979119196	47.17484854965909	37.829864963904	3	5689.25182915186	37.829864963904	52.678257677332034	42.4149596911321	4	0	0	1	0	0	1	0	0	0	0	0
108	43.466509908402	6	5770.648864662337	43.466509908402	52.94173270332419	43.046540078068304	35.909770219344004	0	5565.919543494732	35.909770219344004	51.063482050410386	43.505498590110705	37.874956798259994	0	5614.024812616036	37.874956798259994	51.504814794642535	43.846393481000504	37.754953002061995	0	5612.056441635673	37.754953002061995	51.4867563452814	43.88108486246911	47.649254002998	0	4942.665767747871	47.649254002998	45.34555750227404	44.3670331083849	41.348424144456004	3	5730.600253296316	41.348424144456004	52.57431425042491	40.0778626540275	4	0	0	1	0	0	1	0	0	0	0	0
109	38.85429776096	6	5809.503162423297	38.85429776096	52.81366511293906	39.765151865423	42.42195233676	0	5608.3414958314925	42.42195233676	50.98492268937721	40.87683413992541	37.34845526096999	0	5651.373267877006	37.34845526096999	51.37612061706369	40.045843839811596	35.571541684766004	0	5647.627983320439	35.571541684766004	51.34207257564035	39.8200115118978	44.659865261376	0	4987.325633009246	44.659865261376	45.33932393644769	39.9393470471952	42.154914548448	3	5772.7551678447635	42.154914548448	52.479592434952394	40.56386148010561	4	0	0	1	0	0	1	0	0	0	0	0
110	34.20004639755	6	5843.703208820847	34.20004639755	52.645974854241864	40.1963704400346	38.31396203808	0	5646.655457869572	38.31396203808	50.870769890716865	40.252271343636394	37.556576247420004	0	5688.9298441244255	37.556576247420004	51.25162021733717	39.243003568078606	31.637424720231994	0	5679.265408040671	31.637424720231994	51.16455322559163	38.2719036256562	31.574488440887997	0	5018.900121450134	31.574488440887997	45.21531640946067	37.543922693649	40.62601957284	3	5813.3811874176035	40.62601957284	52.37280349024868	37.364329417257	4	0	0	1	0	0	1	0	0	0	0	0
111	83.81634898724998	0	5927.5195578080975	83.81634898724998	52.92428176614373	42.011118789884996	43.760501606865	0	5690.415959476437	43.760501606865	50.807285352468185	42.83001478209489	39.25105022358	0	5728.1808943480055	39.25105022358	51.144472270964336	42.2891332783153	32.957399021815	0	5712.222807062486	32.957399021815	51.0019893487722	41.36938172565199	52.189111702638	1	5071.089233152772	52.189111702638	45.27758243886404	43.16828825616079	77.39744182145	3	5890.778629239054	77.39744182145	52.59623776106298	47.0766362344978	4	1	0	1	0	0	0	0	0	0	0	0
112	42.66764513446499	6	5970.187202942562	42.66764513446499	52.83351507028816	47.587743123202294	52.40111251615499	0	5742.817071992592	52.40111251615499	50.821390017633554	49.664111902794595	37.30067807003999	0	5765.481572418045	37.30067807003999	51.021960817858805	50.236730865709795	31.825651894379998	8	5744.048458956866	31.825651894379998	50.832287247405894	49.35669409786379	67.43922363177	0	5138.528456784542	67.43922363177	45.47370315738533	47.71898156231579	51.517359807824995	3	5942.295989046879	51.517359807824995	52.58669016855645	48.4946673824118	3	0	0	1	0	0	1	0	1	0	0	0
