task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29
58	17.24316785475692	19	3263.0430008013154	47.24316785475692	20.420608088456728	25.38010228750294	7.9798503944831936	19	3144.2705240331893	37.979850394483194	19.677312275566237	26.84249107123991	1.7577507939559247	19	3473.6613282724006	31.757750793955925	21.73868888618973	22.310751054931636	0.5942795069183973	19	3416.7239889733287	30.594279506918397	21.382366554200765	22.74969661598322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
59	0.832944481267198	19	3346.548892104747	30.832944481267198	20.594147028336906	27.10721298110363	17.255059391740062	19	3272.2529765524855	47.25505939174006	20.136941394169135	30.117909182251356	2.2416712788125466	19	3560.982521319185	32.24167127881255	21.91373859273345	23.975610607142244	1.5796323877543337	19	3502.252160023497	31.579632387754334	21.55232098475999	23.554347844981915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
60	17.158366518355194	4	3381.328316117535	12.841633481644806	20.46705664232556	27.05912044466185	14.593320977664003	18	3313.9793989046457	15.406679022335997	20.059396109384984	29.746007779301316	18.37396713687434	1	3592.4696936568166	11.626032863125658	21.74508767913332	22.074631928546506	15.356474820326397	15	3541.911707385113	14.643525179673603	21.439062037135624	23.547977702687774	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
61	17.69934208455286	4	3414.642597971871	12.300657915447138	20.33534053382752	26.285210435783476	1.7321032558375435	18	3399.9205118892055	31.732103255837544	20.24766557948906	31.28794234214489	19.212763052928004	1	3621.6851270551365	10.787236947071998	21.568348151196844	19.48181595558048	15.306885818687997	15	3581.705558292833	14.693114181312003	21.330256426557824	22.04102929684778	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
62	18.690935135881844	4	3445.271315312191	11.309064864118158	20.192066316848006	25.550884418911604	15.490476945004799	18	3439.2171368298177	14.509523054995201	20.15658395211614	29.679741373115228	11.649682545812677	1	3671.3839034935604	18.350317454187323	21.51726829886336	19.7864905134333	11.982679570927754	15	3630.502467788237	18.017320429072246	21.277670140883448	22.35413014983474	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
63	17.68997522374154	4	3478.610965747891	12.31002477625846	20.068909417776293	23.228821119801456	0.1343489658653496	18	3520.8309986123695	30.13434896586535	20.312486530455974	31.323757263752277	11.074208709548309	1	3722.6412549052	18.92579129045169	21.47677647060693	20.227494474917606	11.501232275725293	15	3680.603297041481	18.498767724274707	21.234249790623938	22.844602291736308	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
64	11.552727118750525	4	3528.572329801275	18.447272881249475	20.043961163368188	22.011472301463733	15.987244958116433	18	3558.7822101841375	14.012755041883567	20.215567584477938	29.07076253030984	11.20252918872	1	3773.5510716857502	18.79747081128	21.43555638354036	20.256706598552192	3.258752931806029	15	3753.0275078511727	26.74124706819397	21.31897282566348	24.075811495106546	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
65	11.528196690163199	4	3578.600130432083	18.4718033098368	20.020140589829836	22.469573531504494	16.123912679601233	18	3596.3632800102173	13.876087320398765	20.11951485320401	27.81773696643729	17.403653773676307	1	3807.6661760487104	12.596346226323693	21.301628956915863	20.10115718791953	10.511602664492305	15	3805.8085839681726	19.488397335507695	21.29123683338839	22.489185068330137	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
66	8.112049102216616	4	3637.879997446913	21.887950897783384	20.048018355620187	22.914930051869838	15.789085762855384	18	3634.8511727358173	14.210914237144616	20.031326784307602	25.29781889603018	17.214793701533537	1	3842.2927764403903	12.785206298466461	21.174518170968856	19.98458970379931	10.333663521876925	15	3859.0715785964226	19.666336478123075	21.266984589279954	23.029118800218757	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
67	13.077632471488247	4	3683.711409503299	16.922367528511753	20.002052902280358	20.25668879908741	15.968864821689236	18	3672.8521638437423	14.031135178310764	19.943088672454707	23.314845586299505	12.452521167813423	1	3889.817198277562	17.547478832186577	21.121179357163236	18.541530279586187	7.669801614830771	15	3919.5491992229227	22.33019838516923	21.282620086278328	21.625281867599924	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
68	16.173103217452798	4	3721.159254956031	13.826896782547202	19.91255788605234	16.915061691866438	0.860345622849227	18	3756.4322665722925	30.860345622849227	20.101309787677813	22.602895109136107	12.459572266057847	1	3937.322523390322	17.540427733942153	21.06928440610206	17.11979797358481	16.24700368850769	15	3956.7968975665476	13.75299631149231	21.17349510403505	19.941153548057315	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
69	18.671161388724187	4	3751.841526194903	11.328838611275815	19.789933324984105	14.964651104867297	15.82002480769846	18	3794.8363660514424	14.17997519230154	20.016719293458152	19.295386689192252	14.314540666722465	1	3979.803975751282	15.685459333277535	20.992372619347424	15.46417677903131	14.86683153064615	15	3997.7825621710476	15.13316846935385	21.087204723539607	18.296507156217274	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
70	17.72200355185772	4	3785.094433241955	12.277996448142279	19.68413139714126	14.908287401517049	1.7859845061599913	18	3880.9234074222923	31.78598450615999	20.182483592228603	20.93331723757466	16.372217779663757	1	4016.712552598026	13.627782220336243	20.888645994009238	15.664351714752371	14.970853042153848	15	4038.4865018485475	15.029146957846152	21.00187996627632	18.33506933403452	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
71	18.690626661320863	4	3815.723986034211	11.309373338679139	19.567815312995954	14.809158943840249	10.138315510283075	18	3934.715469581942	19.861684489716925	20.178028049138163	19.746275360962596	15.566198517168743	1	4055.804098280694	14.433801482831257	20.798995375798434	16.029008168328296	10.325524165292308	15	4091.7715405675476	19.674475834707692	20.98344379778231	18.833205499374092	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
72	1.4219318514815953	4	3900.825051465307	31.421931851481595	19.7302004710574	16.82044564257659	7.997422413895379	18	4037.6251552862423	37.99742241389538	20.422129341806073	22.095065296852614	16.341430879488	1	4092.796056315414	13.658569120512	20.70118131750684	15.55983333496076	16.30753803203077	15	4128.855291730798	13.692461967969232	20.88356733436021	18.40071965326379	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
73	0.6678335985526189	4	3983.883767461387	30.66783359855262	19.878006324131658	18.65622652480601	15.230834382747691	18	4077.6249788329674	14.769165617252309	20.345737940122913	20.558546961991308	16.380380942178466	1	4129.682524597014	13.619619057821534	20.605484530213797	15.029216111697744	14.843665500184613	15	4169.903697667798	15.156334499815387	20.806172296055554	18.066476330817856	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
74	1.8388790479488009	4	4070.114064882915	31.8388790479488	20.037484627115884	19.995387141475938	5.627852662338469	18	4174.117079793467	35.62785266233847	20.549499469752455	22.7200567240368	16.231322268683815	1	4166.972693452662	13.768677731316185	20.514327106228492	14.526336803701364	14.203713986123079	15	4212.685305622048	15.796286013876921	20.73937381229317	16.971980225386154	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
75	0.05741363663040744	4	4151.208569617041	29.942586363369593	20.167814913119223	21.14246544682922	15.793461808331815	18	4212.593120729235	14.206538191668185	20.466039452935558	22.75310181116374	15.933718218129231	1	4205.068873278562	14.066281781870769	20.429484404592205	14.67333035925607	7.722062898461541	15	4273.021385272048	22.27793710153846	20.75961806609903	17.25093420198923	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
76	1.4560809827039947	4	4236.40212227853	31.456080982703995	20.31441577116578	22.09927845532128	15.72897045553625	18	4251.243825745491	14.27102954446375	20.385584778799558	22.759113341895656	14.582091781023511	1	4246.82570803829	15.417908218976489	20.364398999584207	14.936600551307075	1.6231153516512045	15	4349.875447861326	28.376884648348796	20.858543606128247	18.121989019011803	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
77	2.4166224349343963	4	4324.197141373144	32.416622434934396	20.46957226685512	23.648703945963543	15.846881838336	18	4289.575187433332	14.153118161664	20.305681360631155	22.771311640230973	14.747433666183877	1	4288.134741859042	15.252566333816123	20.29886268335641	14.70710930147003	16.29379986106523	15	4386.996406570941	13.706200138934769	20.76684689501038	17.25958919438836	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
78	1.2196269706367993	4	4402.143984994336	28.7803730293632	20.57477227650712	25.144051570645146	15.06567594204923	18	4330.022315090282	14.93432405795077	20.237689496040264	21.17870948374113	15.090670931551017	1	4328.514174752758	14.909329068448983	20.230640738863915	14.443999434920713	12.022844138448743	15	4435.684537029309	17.977155861551257	20.73153435028305	17.682005149394254	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
79	1.7780268447456038	4	4488.2094743655225	31.778026844745604	20.714812958610104	27.188970393992122	0.683102194818467	18	4409.422246645982	29.316897805181533	20.35117959990453	22.69240174502913	16.247255427596308	1	4365.761191303018	13.752744572403692	20.149667036783164	14.250727958833329	7.569059680070403	15	4496.435000395784	22.430940319929597	20.752776924903632	18.411782334451825	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
80	6.937924458246641	4	4588.249686439941	36.93792445824664	20.91509828576611	29.65496319500256	15.465869531878893	18	4448.78551666381	14.534130468121107	20.279364178524485	20.967216341225242	15.873787239871016	1	4404.019684195034	14.126212760128984	20.075303403738047	14.300571012812602	10.55922417320862	15	4549.087101593344	19.44077582679138	20.736579380482492	18.852945221346346	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
81	1.210618713546463	4	4672.778445455796	31.210618713546463	21.040653412934162	31.645087732489294	0.6073194390616621	18	4531.680340144602	30.607319439061662	20.405314852433477	22.041779836159712	8.339893531285664	1	4462.682472547802	21.660106468714336	20.0946302703841	15.02320151140091	15.577000422408373	15	4588.149392115988	14.422999577591627	20.659584504837483	18.327797595634742	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
82	1.9408392915592643	4	4759.284885203769	31.940839291559264	21.17198095364049	31.696978476497055	15.51078674814831	18	4570.921959368367	14.48921325185169	20.334036519896348	19.690958919955346	16.33325591275422	1	4499.696571117426	13.666744087245782	20.01718585853906	15.024019008074287	14.416938312558273	15	4630.353517519477	15.583061687441727	20.598421579326686	18.516857567581994	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
83	18.86688373649428	4	4891.632695323441	48.86688373649428	21.50168217724589	33.51688349029122	14.76754069109797	18	4612.176536663311	15.23245930890203	20.2733034578607	19.73728828912032	10.982505324642464	1	4551.202285863186	19.017494675357536	20.005284773024997	15.563806569827886	15.575755534127262	15	4669.419179614549	14.424244465872738	20.52491947083319	18.44364856418773	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
84	5.845900405919991	4	4988.715342256141	35.84590040591999	21.670437685818527	33.91758562608834	0.8305589167458471	18	4691.177106263791	29.169441083254153	20.377963900512388	19.091447131211886	10.567497930371076	1	4603.831978968431	19.432502069628924	19.998546152985043	16.13018900365916	14.904181741623137	15	4710.3036873976525	15.095818258376863	20.461047691863115	18.37360178863772	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
85	4.550539881739191	4	5082.289721102518	34.55053988173919	21.820206316003652	34.37838097792531	14.330770287396918	18	4733.614603402091	15.669229712603082	20.323211177397162	19.237716283305378	10.691520281664005	1	4656.125778205591	19.308479718335995	19.99052212467517	16.654408797305685	1.201558470770209	15	4788.299466539316	28.79844152922979	20.557994131832494	19.025652231406852	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
86	4.481988987108913	4	5175.678441275938	34.48198898710891	21.965744047855438	34.680971778365794	4.769555214443088	18	4827.782148774541	34.76955521444309	20.48926110885746	21.287568850303312	10.500605706618096	1	4708.9366377501665	19.499394293381904	19.984876977189042	17.062557404746226	0.17656436917956952	15	4870.027661705844	30.17656436917957	20.668552410422688	19.205620203489932	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
87	1.4764308904615469	4	5252.929774280938	28.523569109538453	22.040264787192744	34.29166644582621	10.42184668565908	18	4880.806314000882	19.57815331434092	20.478907611192497	21.830072365571006	15.805286165537723	1	4747.380654385169	14.194713834462277	19.919079668748964	16.956772154810842	16.325600365393477	15	4907.06249404957	13.674399634606521	20.589073401606598	19.202440153057108	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
88	2.070445236849224	4	5339.787230130738	32.070445236849224	22.152963443930457	34.6206736665748	5.444776879633849	18	4976.802584716556	35.44477687963385	20.647063445669367	23.88111764773931	12.480364725275447	1	4794.829666587548	17.519635274724553	19.892119619377905	17.217802775438397	11.6216064478464	15	4956.837309919986	18.3783935521536	20.56423430217454	19.242563922117338	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
89	0.9025220778129217	4	5418.592899503328	29.09747792218708	22.23012471591109	34.35261877431894	8.705162234182154	18	5034.476103665646	21.294837765817846	20.65426093811546	23.07891164380294	12.19391736073846	1	4843.054473735548	17.80608263926154	19.868941430709945	17.623136582124182	11.389206321349292	15	5007.241542799665	18.610793678650708	20.54252940635761	18.86054925798945	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
90	2.7082694904516984	4	5507.177796039969	32.7082694904517	22.345269163982962	33.92965327753946	15.681945801673844	18	5073.254167119447	14.318054198326156	20.58463229262327	23.057304016823448	1.3539816612594464	1	4927.971507401458	31.353981661259446	19.995150664012687	19.34591347223723	16.406007243925664	15	5044.058606514032	13.593992756074337	20.466171860750098	18.275870950917746	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
91	0.8552307876886118	4	5590.744046089959	30.855230787688612	22.437768746849326	33.894114484953676	1.2682550636584686	18	5157.939024583522	31.26825506365847	20.700758627091044	23.12339757928313	0.7254853187136021	1	5011.186363472974	30.725485318713602	20.111784736346394	20.252451357237156	15.869989037638891	15	5082.32738620376	14.130010962361109	20.397300546637176	18.246572089394697	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
92	0.36829311828000044	4	5672.991506618634	30.36829311828	22.523043202456105	33.73685986762574	0.9999942317187696	18	5241.897342294427	30.99999423171877	20.81150309595801	24.77447567726984	1.2363466333055975	1	5095.784802271511	31.236346633305597	20.231403681474987	22.009411611843138	16.403083265641104	15	5119.152369025983	13.596916734358896	20.32417814005354	18.04795759408641	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
93	4.5698261735423955	4	5766.618119171978	34.569826173542396	22.65120046810596	32.307154111330554	15.12614050956923	18	5282.180711747677	14.87385949043077	20.748336674622614	24.738615695422713	3.2516438714879925	1	5185.84133775679	33.25164387148799	20.369916874985762	23.432826531456183	11.94565021648025	15	5168.049566356349	18.05434978351975	20.300031029877648	18.410968125851113	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
94	5.568743445580807	4	5862.950132670426	35.56874344558081	22.787174604710955	32.27943841529664	15.86304249046154	18	5320.468305002677	14.13695750953846	20.67874320972699	23.23536733805114	0.7340013768147671	1	5269.07925815233	30.734001376814767	20.479012501320806	24.562976462174767	8.9001184054992	15	5225.195079008122	21.0998815945008	20.30845050950526	19.011374459463507	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
95	0.3153129040319982	4	5945.054105118846	30.315312904031998	22.86559271199555	31.85591571752592	15.314553556342155	18	5360.241389120917	14.685446443657845	20.616313035080434	23.136989011156615	1.7728657611094079	1	5355.130769588668	31.772865761109408	20.59665680611027	25.809415066452107	4.993317883367624	15	5319.968648275576	34.993317883367624	20.461417877982992	19.63086209487729	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
96	1.3676469636479958	4	6022.600061258966	28.632353036352004	22.92504384936005	31.27095212245023	15.444615483139938	18	5399.662222187413	14.555384516860062	20.553829235923526	21.115571941398315	5.136429112844297	1	5450.291931769288	35.1364291128443	20.74655136597351	27.37311854839835	23.005523535810454	15	5463.525274518396	53.005523535810454	20.79692412187812	21.913758011540384	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
97	1.1965641945024075	4	6100.609366565522	28.803435805497593	22.985027440749207	31.29893879204614	0.17248148136369323	18	5481.379359532773	30.172481481363693	20.6519787486321	22.17500475810059	14.768969884275698	1	5491.542638332708	15.231030115724302	20.690270536889333	27.476750176524554	15.977107277902894	15	5501.5039423074095	14.022892722097106	20.7278013524926	21.948607320289437	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
98	3.3914029695744006	4	6191.044416274785	33.3914029695744	23.090142345080775	31.43103456531866	15.825013815413172	18	5519.7699471160295	14.174986184586828	20.58655458131851	20.048025688595892	14.769437955268803	1	5532.792077203854	15.230562044731197	20.635121966261472	27.247842853525214	16.031460786749534	15	5539.335402676629	13.968539213250466	20.659525977348743	21.50762188639913	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
99	2.966921211588918	4	6280.329827889505	32.96692121158892	23.188910133745857	31.817978894258847	1.5335629304861484	18	5605.17334671943	31.53356293048615	20.69602466481019	21.07189820506272	14.814854102438401	1	5573.918514009751	15.185145897561599	20.58062220557447	26.985749179355224	16.206552522854395	15	5576.692656260565	13.793447477145603	20.59086519234671	21.025887266248617	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
100	1.7380072706481293	4	6356.872724864834	28.26199272935187	23.23913867429641	31.373351218148862	14.814772400424367	18	5646.300004801614	15.185227599575633	20.64146231762965	21.158615545187665	14.943176840924677	1	5614.69741006558	15.056823159075323	20.525931125906165	25.35603332913681	12.072948124396792	15	5625.245088423657	17.92705187560321	20.564490803072022	21.459193178201502	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
101	4.416709450078521	4	6450.08464629213	34.41670945007852	23.34872270150996	31.729499084387857	15.6521521598592	18	5685.158759368662	14.3478478401408	20.579760214909168	19.4665748228359	14.351996528092068	1	5657.077419468664	15.648003471907932	20.478108305768927	23.84828514445624	16.14447355990154	15	5662.7704725322565	13.855526440098458	20.498716642650713	21.43174472597524	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
102	6.474937967627824	4	6548.870936621122	36.474937967627824	23.476161684676153	32.340163569322634	4.8098038824959986	18	5779.435311550422	34.809803882496	20.71791597867215	19.84755578791362	10.876307268124062	1	5708.870753950828	19.123692731875938	20.464958640002976	22.637019754313275	16.298308166163693	15	5699.879221248896	13.701691833836305	20.432726110526303	21.442222235922976	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
103	16.515909476798022	4	6674.85152478745	46.51590947679802	23.697697721138866	33.53477189964819	10.32374196304541	18	5832.725177067174	19.67625803695459	20.707900036924862	20.327795642566002	16.29279890177132	1	5745.994423591864	13.707201098228678	20.399980202101304	20.682575476987342	13.839468787554463	15	5743.647326615936	16.160531212445537	20.391647313429374	21.252840378815556	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
104	5.397085507773042	4	6770.718631371003	35.39708550777304	23.809120461963953	33.517606105867415	5.970343386619568	18	5930.144857072602	35.97034338661957	20.853256640255292	22.511134230274113	10.974663435222649	1	5797.521376788136	19.02533656477735	20.38688835793631	19.5117089957836	8.826117595015386	15	5800.993258129436	21.173882404984614	20.399097171444183	21.260240459863937	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
105	1.682502217964302	4	6856.525408211322	31.682502217964302	23.883397648341315	33.654325037260655	15.869328351407269	18	5968.415426120873	14.130671648592731	20.7898360271264	22.455656750767602	9.78169892016886	1	5852.279275546012	20.21830107983114	20.385297911916453	18.356252527655776	2.423641708903382	15	5888.807287757716	32.42364170890338	20.512536270854174	21.003272842417513	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
106	4.243971874619078	4	6949.269498705083	34.24397187461908	23.980225444848585	34.21548692108736	16.137640386335995	18	6005.959316741213	13.862359613664003	20.725093256907126	22.386354260447998	10.452775018912988	1	5905.219676536456	19.547224981087012	20.37746545461898	16.79733211448005	1.168998288383996	15	5973.223324788756	31.168998288383996	20.61212937382174	18.819620317674868	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
107	0.736467436504622	4	7028.524899397883	29.263532563495378	24.029144955206426	34.26149659688714	11.283165443778465	18	6056.650743664313	18.716834556221535	20.706498268937814	21.24078956793378	10.401102881467573	1	5958.300022899148	19.598897118532427	20.370256488544104	17.23411881476086	14.119541696359386	15	6016.232899361116	15.880458303640614	20.5683176046534	19.005376875829217	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
108	3.6665985876834526	4	7119.705270572859	33.66659858768345	24.117561961008967	34.28901615869804	13.795114834435939	18	6100.538974321049	16.20488516556406	20.665199066154567	21.443779466031508	14.969213558528487	1	5999.0084028448	15.030786441471513	20.321270524809496	17.214141254434892	15.64717211654031	15	6055.105141545487	14.35282788345969	20.511294763174558	19.04380574285014	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
109	0.6349307482781512	4	7199.23566646294	29.36506925172185	24.16526657274272	33.92883096271133	0.3829991240927981	18	6180.751685026631	29.617000875907202	20.746579082606864	21.252123260573615	15.766517421053543	1	6037.55741816278	14.233482578946457	20.265926998028924	17.11897492257338	10.625914959035079	15	6107.576621864767	19.37408504096492	20.50095649297265	19.601869499232073	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
110	0.39172015473083377	4	7281.546575215336	30.391720154730834	24.22136074915703	34.14180370524923	15.057932765517787	18	6221.219783786687	14.942067234482213	20.69428618307421	21.22780722406427	16.2797265287328	1	6074.716492147462	13.7202734712672	20.206957146436476	16.985319953792565	10.605292406843077	15	6160.1039549295665	19.394707593156923	20.49099028666801	19.748635070987444	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
111	5.336219997201226	4	7377.248837707756	35.336219997201226	24.32060056387171	34.2337547599615	15.896688232053416	18	6259.416253158209	14.103311767946584	20.635438197224858	21.20335361684485	16.262645612975263	1	6111.921826945654	13.737354387024737	20.149192836084588	16.794255045304247	10.681989822920862	15	6212.423565825822	19.318010177079138	20.480517249975247	20.294883444685514	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
112	2.4936658607438673	4	7465.252516080604	32.49366586074387	24.392928575348456	33.835627549273106	9.7976545539744	18	6314.130938741195	20.2023454460256	20.631605518010705	19.742607773197808	16.2622234187904	1	6149.12830518643	13.737776581209602	20.092454639138793	16.25566343023761	15.466603687526398	15	6251.784847505438	14.533396312473602	20.4278878611478	20.37805389254924	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
113	5.293967423379691	4	7560.840344518924	35.29396742337969	24.488551723138205	32.71343334393127	1.3656108024295364	18	6399.079467997774	31.365610802429536	20.725763459102097	20.9115430497453	16.26475658389957	1	6186.327922771702	13.735243416100433	20.036689628410386	16.25846766202479	15.751993165209598	15	6290.373199349662	14.248006834790402	20.373678378460454	20.18680145478373	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
114	0.015134391724796359	4	7642.049355541336	29.984865608275204	24.536345756922007	32.17221135398149	11.031614014330337	18	6450.452180042296	18.968385985669663	20.71048191585486	19.211347309650314	10.542351106706217	1	6239.025721857706	19.457648893293783	20.031654491583286	16.30169889487643	14.35249672878868	15	6332.751854042526	15.64750327121132	20.33258120361481	19.6341635414064	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
115	0.8206211104098386	4	7725.521871048696	30.82062111040984	24.590520544452072	32.08602324322604	3.043694761683696	18	6539.945520021856	33.043694761683696	20.816802716249935	21.102649620959408	0.6653077231606055	1	6318.473846774146	29.334692276839395	20.11185309318032	17.213338014577257	2.045764955714958	15	6419.5424674642545	32.04576495571496	20.433556925615676	19.596375866087556	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
116	1.9739691888339692	4	7812.118037601788	31.97396918883397	24.653626943122003	31.85902297464753	15.492088307144861	18	6579.2377808566725	14.507911692855139	20.76288057075083	21.16720482887852	0.9942956476467693	1	6402.416730819857	30.99429564764677	20.204865422705673	18.358045081233232	0.10755377215014406	15	6501.083758930495	30.107553772150144	20.516240659346742	19.49023141446417	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
