task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
83	4.668768721024001	3	1368.178353096	20.331231278976	19.958192164970882	11.867163295880834	3	1416.981685494943	13.132836704119166	22.2265210694544	6.8816568467639385	4	2067.095879942199	31.88165684676394	29.902092233598864	11.25896051440143	1	1724.6883489936552	13.74103948559857	28.099934616350954	0	1	0	2	1	0	0	0	0	0	0	0
84	8.601122638356301	2	1461.981487128078	33.6011226383563	20.11869722936365	10.220186691180414	0	1458.2419976487308	14.779813308819586	22.138912742858693	3.9416926502805865	4	2147.8914385908993	28.941692650280586	29.89079341497159	2.789121729856948	2	1802.266313822839	27.789121729856948	28.096277994156907	1	0	2	0	1	0	0	0	0	0	0	0
85	4.667524809217671	2	1518.742980369012	20.33247519078233	20.121183019612705	11.97927256381134	4	1494.5915284080909	13.02072743618866	22.03288733231602	11.185263237192595	4	2186.4575787204035	13.814736762807405	29.703862523667354	3.5490427221053125	2	1881.965724755383	28.549042722105312	28.10154270029584	0	0	2	0	2	0	0	0	0	0	0	0
86	11.184638793378866	2	1557.310863737496	13.815361206621134	20.04870230911855	6.576148364828661	4	1546.0247808896108	18.42385163517134	21.991404163383322	5.545169840372537	2	2271.7295111914436	30.545169840372537	29.713532722709946	5.997031750519405	2	1935.015677785183	19.002968249480595	27.99696138476923	0	0	3	0	1	0	0	0	0	0	0	0
87	11.682542932	2	1594.488764718996	13.317457068	19.972210885924024	8.130572731411942	3	1593.1185986810858	16.86942726858806	21.93319988048792	11.031502690389615	1	2372.3174562021145	36.031502690389615	29.785327835979032	9.126072464745071	2	2030.284296749263	34.12607246474507	28.066610374314408	0	1	2	1	0	0	0	0	0	0	0	0
88	10.166101179204775	2	1635.900065593716	14.833898820795225	19.91447704249561	11.8051798822806	2	1629.9541381763859	13.1948201177194	21.835015838209625	7.247949213053133	4	2462.3429810885546	32.24794921305313	29.812997739092225	9.458493289454807	0	2126.480923848991	34.45849328945481	28.138429283473293	1	0	2	0	1	0	0	0	0	0	0	0
89	5.114173581135518	2	1719.968800174386	30.114173581135518	20.027807004036053	6.4807567302700875	3	1681.6536923043818	18.519243269729913	21.79817392078207	5.296917450710449	4	2546.9218756384544	30.29691745071045	29.81837462477687	10.944322847167044	2	2165.719689233983	14.055677152832956	27.98195425979951	0	0	2	1	1	0	0	0	0	0	0	0
90	11.56715228977672	0	37.500033191039996	13.43284771022328	19.955334923884262	10.181017899171344	0	98.21367496852001	35.181017899171344	21.94523814032481	6.956418157687647	0	89.21166735687801	31.956418157687647	29.841869608655006	4.537943066311637	3	2248.179780294103	29.537943066311637	27.999053037893052	3	0	0	1	0	0	0	0	0	0	0	0
91	13.628210717306267	0	145.33712144352	38.62821071730627	20.15830096511711	5.704598942241191	0	152.08000292143	19.29540105775881	21.9164355633404	6.336748141613853	0	176.69342258555002	31.336748141613853	29.858118288361084	11.33871492155415	2	2286.317534471431	13.66128507844585	27.843207733986016	3	0	1	0	0	0	0	0	0	0	0	0
92	11.609689998717018	1	182.718403530435	13.390310001282982	20.085526868731797	8.918271663896363	1	246.76851131647402	33.91827166389636	22.04548756442165	6.059507306622574	1	263.401213816538	31.059507306622574	29.871036449847765	3.3409323666560056	2	2365.4359706616788	28.340932366656006	27.848559611756663	0	3	1	0	0	0	0	0	0	0	0	0
93	10.635472595353308	1	222.819375868407	14.364527404646692	20.02466517230536	4.506574660765377	1	329.14103224444403	29.506574660765377	22.124860831404025	16.177230819515223	1	378.354316521018	41.17723081951522	29.99131511335487	5.00477724826866	2	2449.199307146429	30.00477724826866	27.871498097251468	0	3	1	0	0	0	0	0	0	0	0	0
94	10.288888350594863	2	263.887895889663	14.711111649405137	19.968733029959044	6.576942177706499	2	417.293329157208	31.5769421777065	22.224356424523	9.929956926939695	2	475.867112942058	34.929956926939695	30.043300816655762	11.277840944335043	2	2487.507001176827	13.722159055664957	27.722557686287402	0	0	4	0	0	0	0	0	0	0	0	0
95	11.309430523176955	2	302.107402345794	13.690569476823045	19.90333549294721	11.529979568983757	2	454.897136193795	13.470020431016243	22.133165424590633	10.37968891159403	2	516.682148063858	14.62031108840597	29.882644673653157	5.059981496042269	2	2571.424449519945	30.05998149604227	27.74690585097235	0	0	4	0	0	0	0	0	0	0	0	0
96	8.74689897201839	3	347.480642715576	16.25310102798161	19.865704209803237	8.191115716577677	3	547.555667569241	33.19111571657768	22.247164912136892	6.291812552465672	3	604.038458106158	31.29181255246567	29.89717217755844	4.110804232453727	2	2652.692111335545	29.110804232453727	27.760966659028856	0	0	1	3	0	0	0	0	0	0	0	0
97	10.114598795124776	3	389.035721079186	14.885401204875224	19.8148847913856	6.049385927439165	3	634.235203283342	31.049385927439165	22.336983493925693	4.1862049856	3	685.516613690958	29.1862049856	29.889917410293556	10.458874700043467	2	2693.286086131257	14.541125299956533	27.62607031863016	0	0	1	3	0	0	0	0	0	0	0	0
98	9.947948340744595	4	431.05603196127396	15.052051659255405	19.76677536580853	4.059488499540301	4	715.359608677892	29.0594884995403	22.404887584891497	4.773346378708059	4	768.633872331518	29.77334637870806	29.88873992512603	5.1337312685034036	2	2777.409419255829	30.133731268503404	27.651400227214737	0	0	1	0	3	0	0	0	0	0	0	0
99	10.80348438908323	4	531.007425880798	35.80348438908323	19.927142456041278	1.7442976612733148	4	790.0207729822799	26.744297661273315	22.448281685655317	4.427704846328368	4	850.786215027518	29.427704846328368	29.884129574338047	10.11948995991785	2	2818.950843117725	14.88051004008215	27.52369132534341	0	0	1	0	3	0	0	0	0	0	0	0
100	3.567085399247759	4	610.757205953698	28.56708539924776	20.012686445577977	12.882132182306385	4	823.8498206400079	12.117867817693615	22.34600036022995	6.583497124776109	2	938.956811167518	31.58349712477611	29.90095499562951	3.5122485596931377	1	2898.547537013535	28.512248559693138	27.53347902073301	0	1	1	0	2	0	0	0	0	0	0	0
101	9.820376644768004	3	653.133654487054	15.179623355231996	19.965303474103994	2.3272112664463336	1	900.1382854255039	27.327211266446334	22.39483576127129	5.662148570244295	1	1024.55530925945	30.662148570244295	29.90841767773358	2.2477394200250735	2	2962.064264465965	22.752260579974926	27.486604330137343	0	2	1	1	0	0	0	0	0	0	0	0
102	11.747650087497796	4	755.7208443146519	36.747650087497796	20.128238878117525	2.6283053609861575	3	977.2673045582569	27.628305360986158	22.44564614573454	4.796259029190686	2	1080.957419469626	20.203740970809314	29.81419751553043	13.518738304321204	0	107.53147776623001	38.518738304321204	27.593712426974083	1	0	1	1	1	0	0	0	0	0	0	0
103	1.8191177505745593	4	820.4341405942979	23.18088224942544	20.157591218226255	10.927206023656716	2	1016.5538544088819	14.072793976343284	22.365137951798086	11.089153800026267	3	1181.706307161366	36.08915380002627	29.874533633650586	8.298885549184249	0	200.49086659103602	33.29888554918425	27.648569860841487	1	0	1	1	1	0	0	0	0	0	0	0
104	10.732394486913435	0	920.1870752035979	35.732394486913435	20.30592267792804	4.63027140796525	3	1099.271695422785	29.63027140796525	22.434329698999676	10.783423383957016	1	1221.3942502144862	14.216576616042984	29.725410233482894	4.4802227911519985	1	282.789821883002	29.480222791152	27.66601417446349	1	2	0	1	0	0	0	0	0	0	0	0
105	9.36385756163558	4	963.8379728440319	15.63614243836442	20.26186814736612	2.588263786425074	4	1176.288931826555	27.588263786425074	22.48295171869237	5.458436433343994	2	1306.4240519242383	30.458436433343994	29.732325574991016	0.2492632469965379	1	353.277348447534	25.249263246996538	27.64321463741192	0	1	1	0	2	0	0	0	0	0	0	0
106	9.509858470003582	4	1007.0812846152719	15.490141529996418	20.21727257150285	6.431896513140302	3	1264.036309592405	31.431896513140302	22.566586716771322	4.858585229736121	2	1389.7792690239182	29.85858522973612	29.733505571764336	9.88967729125445	2	450.67769755228596	34.88967729125445	27.710938587447828	0	0	2	1	1	0	0	0	0	0	0	0
107	7.935892420112481	0	1054.718584942458	17.06410757988752	20.188076599358265	3.086815978960235	4	1342.4453375336689	28.086815978960235	22.61769995068048	6.023064769050748	0	1476.3853248375183	31.023064769050748	29.745445934702175	1.2301457149258503	2	523.903521006454	26.23014571492585	27.697227542331888	2	0	1	0	1	0	0	0	0	0	0	0
108	11.54605194211045	1	1092.277523270733	13.45394805788955	20.126295603564976	1.7461652659620341	4	1417.1117155678128	26.746165265962034	22.655575779261046	10.843887107357613	2	1515.9044733294784	14.156112892642387	29.60242453064658	6.321438142930152	3	611.342535822134	31.321438142930152	27.730477180869485	0	1	1	1	1	0	0	0	0	0	0	0
109	9.769056424536599	0	1134.797240752235	15.230943575463401	20.081792403309507	10.276220974623998	3	1458.2155986803207	14.723779025376002	22.58346853604391	12.986858870189849	4	1621.9511210087585	37.98685887018985	29.678646661006063	7.455141226673675	3	701.946471746598	32.455141226673675	27.773428672194978	1	0	0	2	1	0	0	0	0	0	0	0
110	4.856756962283583	4	1218.14735393861	29.856756962283583	20.169855147084046	7.34607473732585	4	1507.4994733719527	17.65392526267415	22.539058236283818	2.0716451977194055	1	1697.5261305190586	27.071645197719405	29.655160161336816	10.356539438410493	4	800.650144345494	35.35653943841049	27.841744985404127	0	1	0	0	3	0	0	0	0	0	0	0
111	9.340996311104476	4	1261.86207257011	15.659003688895524	20.129579687635935	12.967343639158685	4	1613.4916410312708	37.967343639158685	22.676810784523774	21.294978759101127	4	1826.7662795548827	46.29497875910113	29.803729970245424	4.967555095097314	4	884.309568985974	29.967555095097314	27.860725432812103	0	0	0	0	4	0	0	0	0	0	0	0
112	9.821884554364178	4	1304.23431152251	15.178115445635822	20.085761420007618	5.791358485086562	4	1699.4508501354708	30.791358485086562	22.74862094116592	5.04558516669325	1	1910.6435381452347	30.04558516669325	29.805870281718416	7.027203414681779	3	973.718845185294	32.02720341468178	27.89759691937732	0	1	0	1	2	0	0	0	0	0	0	0
113	9.81242178993731	4	1346.632967358935	15.18757821006269	20.042794900622138	11.353661772502447	4	1737.5468776872349	13.646338227497553	22.668776355958304	9.2281009176492	2	2006.1969865403387	34.2281009176492	29.844661778524824	3.7081920060857314	2	1053.86254786895	28.70819200608573	27.904707402594067	0	0	2	0	2	0	0	0	0	0	0	0
114	9.938624922056718	1	1444.16996193301	34.93862492205672	20.172323857330262	4.110891070046101	4	1818.8147819244468	29.1108910700461	22.724794744776457	4.552526107702317	2	2088.697788591008	29.552526107702317	29.84212146834376	11.52301699484179	0	1155.82263697955	36.52301699484179	27.97964922513535	1	1	1	0	1	0	0	0	0	0	0	0
115	9.55429354028657	1	1487.28922579971	15.44570645971343	20.13157715562667	6.419321473910443	4	1906.5270543724469	31.419321473910443	22.79974756140692	5.145678438895992	4	2172.854474232926	30.14567843889599	29.844738338779553	4.192102348597722	0	1237.317256036052	29.19210234859772	27.990101407234164	1	1	0	0	2	0	0	0	0	0	0	0
116	7.196341934659582	1	1536.9911045654521	17.803658065340418	20.11168041126525	7.537644512477616	4	1955.2761301084468	17.462355487522384	22.754128825732693	5.214963505396057	4	2257.20458068549	30.214963505396057	29.847902656442944	9.826221612714043	0	1334.540458038212	34.82622161271404	28.04852978505878	1	1	0	0	2	0	0	0	0	0	0	0
117	11.535631413568002	0	1574.579133535908	13.464368586431998	20.05534726020734	4.296697695522397	4	2037.0627445084467	29.296697695522397	22.809574324629214	5.6382129925566495	2	2342.736258623044	30.63821299255665	29.854600201664248	10.64301984663809	0	1434.04388844341	35.64301984663809	28.112889870326402	2	0	1	0	1	0	0	0	0	0	0	0
118	9.821721690455522	4	1616.951827150053	15.178278309544478	20.014363487512696	3.278578699462688	0	2116.0071100444466	28.278578699462688	22.8555323445858	5.210809884341852	2	2427.074769550165	30.210809884341852	29.85759356034221	5.32109913009862	0	1518.690290181602	30.32109913009862	28.13144625066062	2	0	1	0	1	0	0	0	0	0	0	0
119	9.815294316528956	4	1659.3424638497431	15.184705683471044	19.97411633914568	5.022380502925365	4	2199.8195889484464	30.022380502925365	22.91525607923863	11.202359754945912	2	2465.593181900941	13.797640245054088	29.723760616048143	0.41693506832428895	0	1589.645900580674	25.41693506832429	28.10882532414115	1	0	1	0	2	0	0	0	0	0	0	0
120	4.036959590136117	0	81.06151218913	29.036959590136117	20.049015870145602	7.572715611701497	3	2290.7517533644464	32.5727156117015	22.99506979438295	4.907212760341736	0	83.490968955954	29.907212760341736	29.72527674947206	4.4484600334514575	0	1671.856184840726	29.448460033451457	28.119896685375117	3	0	0	1	0	0	0	0	0	0	0	0
