task	r0_energy	r0_config	r0_reward	r0_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
20	35.46372045006	2	1297.876964784853	12.70342225076776	0	0	1	0	0	0	0	0	0	0	0	0
21	36.646996910831994	2	1334.523961695685	13.127282475521907	0	0	1	0	0	0	0	0	0	0	0	0
22	40.406545799928	2	1374.930507495613	14.47398655519809	0	0	1	0	0	0	0	0	0	0	0	0
23	74.759150405016	0	74.759150405016	26.779397160005733	1	0	0	0	0	0	0	0	0	0	0	0
24	38.301806277504	0	113.06095668252	13.720050009852176	1	0	0	0	0	0	0	0	0	0	0	0
25	89.69167273248	1	202.752629415	32.12836038178388	0	1	0	0	0	0	0	0	0	0	0	0
26	35.035295683395006	1	237.78792509839502	12.54995666270866	0	1	0	0	0	0	0	0	0	0	0	0
27	49.511521467449995	2	287.299446565845	17.7354703764	0	0	1	0	0	0	0	0	0	0	0	0
28	50.85440545896001	2	338.153852024805	18.216503447985676	0	0	1	0	0	0	0	0	0	0	0	0
29	53.20057834349999	3	391.35443036830503	19.05692358573134	0	0	0	1	0	0	0	0	0	0	0	0
30	64.68256160433	3	456.03699197263506	23.16987281349135	0	0	0	1	0	0	0	0	0	0	0	0
31	48.952666619955004	4	504.98965859259005	17.535283565357016	0	0	0	0	1	0	0	0	0	0	0	0
32	79.950272724	4	584.93993131659	28.63890366232836	0	0	0	0	1	0	0	0	0	0	0	0
33	84.17309919858	3	669.11303051517	30.151557921879398	0	0	0	1	0	0	0	0	0	0	0	0
34	38.150874151515	1	707.263904666685	13.66598477069194	0	1	0	0	0	0	0	0	0	0	0	0
35	86.23346934707999	0	793.497374013765	30.889600960148055	1	0	0	0	0	0	0	0	0	0	0	0
36	74.69357081004	1	868.190944823805	26.75590596180537	0	1	0	0	0	0	0	0	0	0	0	0
37	86.873683655565	1	955.06462847937	31.118931458709852	0	1	0	0	0	0	0	0	0	0	0	0
38	35.532513381914995	1	990.597141861285	12.728064495014326	0	1	0	0	0	0	0	0	0	0	0	0
39	74.51169984521998	1	1065.108841706505	26.690758153511634	0	1	0	0	0	0	0	0	0	0	0	0
40	74.419424317186	1	1139.528266023691	26.65770423302185	0	1	0	0	0	0	0	0	0	0	0	0
41	39.386164919731	1	1178.914430943422	14.108476986172295	0	1	0	0	0	0	0	0	0	0	0	0
42	73.442198398212	1	1252.356629341634	26.307653157568478	0	1	0	0	0	0	0	0	0	0	0	0
43	39.699005045094005	1	1292.0556343867281	14.22053912063069	0	1	0	0	0	0	0	0	0	0	0	0
44	35.406417827628005	1	1327.4620522143562	12.682895938254807	0	1	0	0	0	0	0	0	0	0	0	0
45	79.45186206926	2	1406.9139142836161	28.4603685024215	0	0	1	0	0	0	0	0	0	0	0	0
46	44.68026851945999	1	1451.5941828030761	16.004872305478205	0	1	0	0	0	0	0	0	0	0	0	0
47	38.26794519047999	1	1489.8621279935562	13.707920665246561	0	1	0	0	0	0	0	0	0	0	0	0
48	50.132169428119994	1	1539.9942974216763	17.95779203395343	0	1	0	0	0	0	0	0	0	0	0	0
49	91.964442745984	1	1631.9587401676604	32.94248695378532	0	1	0	0	0	0	0	0	0	0	0	0
50	58.406458876415996	1	1690.3651990440765	20.92171661244752	0	1	0	0	0	0	0	0	0	0	0	0
51	38.63173535712	0	38.63173535712	13.8382335607594	1	0	0	0	0	0	0	0	0	0	0	0
52	90.49973065023998	0	129.13146600736	32.41781396426507	1	0	0	0	0	0	0	0	0	0	0	0
53	95.245660328	1	224.37712633536	34.11784847570149	0	1	0	0	0	0	0	0	0	0	0	0
54	36.064699669439996	1	260.4418260048	12.918698389053134	0	1	0	0	0	0	0	0	0	0	0	0
55	39.50150105507999	2	299.94332705988	14.149791422715223	0	0	1	0	0	0	0	0	0	0	0	0
56	58.29420757176	2	358.23753463164	20.881507189884175	0	0	1	0	0	0	0	0	0	0	0	0
57	89.66979071951998	3	447.90732535116	32.12052204878327	0	0	0	1	0	0	0	0	0	0	0	0
58	48.32067951828	3	496.22800486944004	17.308900125951045	0	0	0	1	0	0	0	0	0	0	0	0
59	42.478475519392	4	538.706480388832	15.216170335304597	0	0	0	0	1	0	0	0	0	0	0	0
60	64.1528308608	4	602.859311249632	22.980118517301488	0	0	0	0	1	0	0	0	0	0	0	0
61	83.36035452096	2	686.219665770592	29.860425500045373	0	0	1	0	0	0	0	0	0	0	0	0
62	42.011236164105	2	728.2309019346969	15.048801014007761	0	0	1	0	0	0	0	0	0	0	0	0
63	36.406420149960006	2	764.637322084657	13.041105725358808	0	0	1	0	0	0	0	0	0	0	0	0
64	87.33555004627199	2	851.972872130929	31.28437613597802	0	0	1	0	0	0	0	0	0	0	0	0
65	53.48392109941499	1	905.4567932303439	19.158419498297906	0	1	0	0	0	0	0	0	0	0	0	0
66	36.546297018737995	1	942.0030902490819	13.09121087238376	0	1	0	0	0	0	0	0	0	0	0	0
67	48.761284336649986	2	990.7643745857318	17.466728717605964	0	0	1	0	0	0	0	0	0	0	0	0
68	50.75182843477199	0	1041.5162030205038	18.17975943932131	1	0	0	0	0	0	0	0	0	0	0	0
69	51.913795455648	0	1093.4299984761517	18.59598643187391	1	0	0	0	0	0	0	0	0	0	0	0
70	91.047975935436	0	1184.4779744115876	32.61420033508155	1	0	0	0	0	0	0	0	0	0	0	0
71	71.64020159009999	2	1256.1181760016875	25.66216176361791	0	0	1	0	0	0	0	0	0	0	0	0
72	38.684592292896	2	1294.8027682945835	13.85716738850006	0	0	1	0	0	0	0	0	0	0	0	0
73	39.89774536387199	3	1334.7005136584555	14.291729682581012	0	0	0	1	0	0	0	0	0	0	0	0
74	40.31832384215999	3	1375.0188375006155	14.442384659878202	0	0	0	1	0	0	0	0	0	0	0	0
75	45.552209782464	2	1420.5710472830795	16.31720947431546	0	0	1	0	0	0	0	0	0	0	0	0
76	36.276356298959996	2	1456.8474035820395	12.9945156891797	0	0	1	0	0	0	0	0	0	0	0	0
77	80.937794521344	2	1537.7851981033834	28.992642813615763	0	0	1	0	0	0	0	0	0	0	0	0
78	40.33731613457599	2	1578.1225142379594	14.449187869101847	0	0	1	0	0	0	0	0	0	0	0	0
79	34.88913026655	0	1613.0116445045094	12.497598901450747	1	0	0	0	0	0	0	0	0	0	0	0
80	35.861804392406	2	1648.8734488969153	12.846019483846925	0	0	1	0	0	0	0	0	0	0	0	0
81	75.522695896032	0	1724.3961447929473	27.052905992608476	1	0	0	0	0	0	0	0	0	0	0	0
82	80.631280707264	0	1805.0274255002114	28.882846820512476	1	0	0	0	0	0	0	0	0	0	0	0
83	74.63197655491199	0	74.63197655491199	26.733842348028173	1	0	0	0	0	0	0	0	0	0	0	0
84	78.11483247411199	0	152.74680902902398	27.981432528040116	1	0	0	0	0	0	0	0	0	0	0	0
85	40.584283033008	1	193.33109206203198	14.53765362376406	0	1	0	0	0	0	0	0	0	0	0	0
86	43.687189950884	1	237.018282012916	15.64914266897337	0	1	0	0	0	0	0	0	0	0	0	0
87	43.42323139096499	2	280.441513403881	15.554590349002389	0	0	1	0	0	0	0	0	0	0	0	0
88	75.677537770761	2	356.119051174642	27.108371738780065	0	0	1	0	0	0	0	0	0	0	0	0
89	56.63941701999	3	412.758468194632	20.288746395220297	0	0	0	1	0	0	0	0	0	0	0	0
90	56.162086139966	3	468.92055433459797	20.117762199390803	0	0	0	1	0	0	0	0	0	0	0	0
91	104.54308536635997	4	573.463639700958	37.44826938496477	0	0	0	0	1	0	0	0	0	0	0	0
92	66.582310969827	4	640.045950670785	23.850380048893253	0	0	0	0	1	0	0	0	0	0	0	0
93	87.040667990052	4	727.0866186608371	31.178746742705194	0	0	0	0	1	0	0	0	0	0	0	0
94	42.005164255424994	4	769.0917829162621	15.046626001943281	0	0	0	0	1	0	0	0	0	0	0	0
95	36.399331415700004	4	805.4911143319621	13.038566477265672	0	0	0	0	1	0	0	0	0	0	0	0
96	81.25138155419998	4	886.742495886162	29.104972497026857	0	0	0	0	1	0	0	0	0	0	0	0
97	39.882186405	0	926.624682291162	14.286156324179103	1	0	0	0	0	0	0	0	0	0	0	0
98	34.98182068387501	4	961.606502975037	12.530801439000003	0	0	0	0	1	0	0	0	0	0	0	0
99	40.480834447872	4	1002.087337422909	14.500597414163108	0	0	0	0	1	0	0	0	0	0	0	0
100	44.963764568268	4	1047.051101991177	16.10642312893182	0	0	0	0	1	0	0	0	0	0	0	0
101	40.561623318216	4	1087.612725309393	14.529536711002743	0	0	0	0	1	0	0	0	0	0	0	0
102	34.90786840632	2	1122.520593715713	12.504311070920595	0	0	1	0	0	0	0	0	0	0	0	0
103	75.790817022624	3	1198.311410738337	27.14894938123845	0	0	0	1	0	0	0	0	0	0	0	0
104	39.711319134912	3	1238.0227298732489	14.224950137878928	0	0	0	1	0	0	0	0	0	0	0	0
105	79.0452665392	3	1317.0679964124488	28.314722342400003	0	0	0	1	0	0	0	0	0	0	0	0
106	50.17539045388801	3	1367.2433868663368	17.973274192437493	0	0	0	1	0	0	0	0	0	0	0	0
107	92.50771600627202	3	1459.7511028726087	33.137092300754155	0	0	0	1	0	0	0	0	0	0	0	0
108	76.51659078527999	4	1536.2676936578887	27.408928042488352	0	0	0	0	1	0	0	0	0	0	0	0
109	50.17346380031999	4	1586.4411574582086	17.97258404787582	0	0	0	0	1	0	0	0	0	0	0	0
110	67.94176371417599	4	1654.3829211723846	24.337348196122743	0	0	0	0	1	0	0	0	0	0	0	0
111	76.69304112015999	4	1731.0759622925445	27.472134132594622	0	0	0	0	1	0	0	0	0	0	0	0
112	51.79322228787199	4	1782.8691845804165	18.552796043416837	0	0	0	0	1	0	0	0	0	0	0	0
113	77.46579423627	4	1860.3349788166865	27.748941218962393	0	0	0	0	1	0	0	0	0	0	0	0
114	36.0106302633	0	36.0106302633	12.899330243570148	1	0	0	0	0	0	0	0	0	0	0	0
115	75.61539260958399	0	111.626022872884	27.086110785522624	1	0	0	0	0	0	0	0	0	0	0	0
116	40.41067509215999	1	152.03669796504397	14.475465704654322	0	1	0	0	0	0	0	0	0	0	0	0
