task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
27	0.0	0	2424.6305915324997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
28	0.0	0	2504.1864380324996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
29	0.0	0	2596.8297452499996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
30	0.0	0	2676.7311166699997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
31	0.0	0	2773.0036075949997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
32	0.0	0	2884.5305360625	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
33	0.0	0	2990.7531925374997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
34	0.0	0	3077.0753872299997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
35	0.0	0	3163.0482326949996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
36	0.0	0	3255.2316493449994	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
37	0.0	0	3334.8346380699995	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
38	0.0	0	3415.8310166499996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
39	0.0	0	3495.8719428099994	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
40	0.0	0	3585.885631899999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
41	0.0	0	3667.081084809999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
42	0.0	0	3750.158225969999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
43	0.0	0	3842.922817272499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
44	0.0	0	3927.8262671374987	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
45	0.0	0	4023.866193099999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
46	0.0	0	4118.496772844999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
47	0.0	0	4213.861752977499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
48	0.0	0	4312.842463897499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
49	0.0	0	4402.102600317499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
50	0.0	0	4486.985538457499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
51	0.0	0	4576.028714497499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
52	0.0	0	4676.153022417499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
53	0.0	0	4765.382443054999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
54	0.0	0	4859.789023894999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
55	0.0	0	4966.185215809999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
56	0.0	0	5065.1443251499995	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
57	0.0	0	5158.157626505	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
58	0.0	0	5263.003643885	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
59	0.0	0	5367.6481512875	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
