task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29
16	12.320377670086152	16	715.6279505974899	17.679622329913848	15.543050510714712	16.675042231412085	17.079001959890213	16	829.3808316016128	12.920998040109787	18.013701319854036	16.683938729124332	10.985754007493906	16	858.2573242494511	19.014245992506094	18.64088306062156	20.245101195405745	16.288524350466464	16	889.4440596346559	13.711475649533536	19.318242019214246	20.228457126325953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
17	15.165462269977846	17	755.8048236162999	14.834537730022154	15.503688689565125	16.546881272397563	3.6619053381888023	17	920.5484918925408	33.6619053381888	18.8830459875393	18.510097371110767	10.528488367789667	17	910.9926682533542	19.471511632210333	18.68702909237649	20.826572790498165	1.4370445118399893	17	974.5860551875559	31.43704451183999	19.99150882436012	21.89854457702872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
18	15.878072583629542	18	794.0517103689699	14.121927416370458	15.430964412028564	16.497151410583385	8.288208697247264	18	1024.2457237809188	38.28820869724726	19.904370340681826	20.269933842295973	7.015501281515824	18	1011.2429842241262	37.015501281515824	19.651685523383822	21.239726328648146	10.461244876244674	18	1027.5035169810599	19.538755123755326	19.967679682223025	22.454045814987023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
19	1.2238118534547695	19	878.6162008054099	31.22381185345477	16.220606784099875	18.199523657751875	22.68919582046916	19	1166.9456291280228	52.68919582046916	21.543611614671192	23.762381081496663	3.242214379578094	19	1101.2739815021503	33.242214379578094	20.33121196619354	22.05013624667365	8.560555129181544	19	1131.93835378926	38.560555129181544	20.89732345457095	24.290787372185793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
20	2.6393069289282494	19	967.0143237379239	32.63930692892825	17.002449648139322	20.285368022119904	9.965644010423631	4	1275.1859149895868	39.96564401042363	22.420851252564166	26.530384318368995	18.34661979668308	14	1132.8352195528003	11.653380203316923	19.917981882247034	21.98668295359414	11.384285233612797	14	1182.355914614892	18.615714766387203	20.7886754218003	23.088779779030673	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
21	3.6080482357218386	19	1058.0361210430037	33.60804823572184	17.757249583938528	21.62299559669073	11.677419838617602	4	1324.8095695933307	18.322580161382398	22.234566202964995	26.56807656693648	18.48544527243028	14	1164.0204719399683	11.51455472756972	19.53600792067079	21.967994648471112	16.826465266251326	14	1218.0342378521282	13.173534733748676	20.442532663252496	21.493227634716185	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22	9.056992407669412	19	1163.8154754804418	39.05699240766941	18.683325358883348	23.70718422651607	11.152581459141413	4	1375.8546614748227	18.847418540858587	22.087298913308192	25.339603367463248	10.67646768554474	14	1216.3550386249512	19.32353231445526	19.526769850835333	22.747057906612024	18.01253398713895	14	1250.5002916369601	11.987466012861047	20.074921069757217	20.851708973685486	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23	5.821539822595199	19	1260.832145833304	35.8215398225952	19.397417628204675	24.580619142906055	17.09079531135655	4	1410.8170908398988	12.909204688643449	21.70487832061383	25.37498372462415	0.5241998576640015	14	1299.0247465727912	30.524199857664	19.98499610111986	22.66163976838981	18.357683507877415	14	1282.0315654697922	11.642316492122585	19.723562545689106	20.516110292027665	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24	1.126260474954826	19	1345.13243461964	31.126260474954826	19.866571342074682	26.36927369400554	17.523046694435443	4	1444.6088393758027	12.476953305564555	21.335761320011855	25.307802139710798	2.5121594695218405	14	1387.078511802746	32.51215946952184	20.48608263585594	22.808531415314917	18.312992300750768	14	1313.6838779885923	11.687007699249232	19.40210035183151	18.643478904234534	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
25	0.39374687771519845	19	1427.448832413452	30.3937468777152	20.271462708830086	28.050579407734592	18.18150354998843	4	1476.6172672612508	11.818496450011569	20.96971267116569	25.190060505289924	0.3589824629150833	14	1469.3007559731411	30.358982462915083	20.86580955228129	24.463028232125318	18.377514798076803	14	1345.1614420771343	11.6224852019232	19.102884384527346	18.19763553206023	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26	4.291426994134156	19	1520.321447189232	34.291426994134156	20.79072064532283	29.71175987415662	18.495302681244553	4	1507.7758224995468	11.504697318755449	20.61915654700235	25.04843043315449	4.371392968042329	14	1562.3899452615892	34.37139296804233	21.366016345457624	25.99874292967894	16.42049593562991	14	1381.9392655848033	13.579504064370093	18.89831474304004	18.18443837354389	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27	3.5788494782030824	19	1611.264164526032	33.57884947820308	21.24743953221141	31.58619104897472	3.8401804163150786	4	1599.4263111270668	33.84018041631508	21.09133597090638	25.06625794096712	1.724216566759381	14	1648.3096984632293	31.72421656675938	21.735952067646974	27.224013423133847	18.011908794530953	14	1414.4070125996152	11.988091205469047	18.651521045269646	16.239543042906796	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
28	0.18428083319040311	19	1693.0132584492558	30.184280833190403	21.55560647362448	33.19242639065671	0.6807354423182765	4	1682.5199696166787	30.680735442318277	21.422004918196443	24.30551061547422	2.274021863347201	14	1735.7185076764613	32.2740218633472	22.099333784740086	26.749865481316988	18.177624030897228	14	1446.4259475159351	11.822375969102772	18.41603328402251	15.467905127441544	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29	0.07105160776911035	19	1774.0708270115479	29.92894839223089	21.834717870911355	33.06294004453433	4.110400784333535	4	1774.9023050742487	34.110400784333535	21.844951447067675	22.44763111186065	2.2880062362978464	14	1823.1651912331013	32.288006236297846	22.438956199792013	26.654444666988958	17.434362271575136	14	1480.4578830304192	12.565637728424864	18.221020098835925	12.868413387365873	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
30	6.707316805821044	19	1873.48647669398	36.707316805821044	22.314479126876186	33.46974103222361	7.399285457911375	4	1876.1920365227586	37.399285457911375	22.34670415709489	22.190995256609426	1.962261282420183	14	1909.7296488729892	31.962261282420183	22.74615958955421	28.68533277489928	18.221857528164925	14	1512.3570188916392	11.778142471835077	18.013185336674606	12.184656157910661	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
31	8.482829087748918	19	1977.7108054732998	38.48282908774892	22.819740063153457	33.95721911742631	3.4166237318459096	4	1966.6953924631746	33.41662373184591	22.69263914380586	23.700399613655776	3.1008408175458513	14	1999.3777594205092	33.10084081754585	23.06974337792895	30.843961383896897	17.159156964820063	14	1547.1343021119183	12.840843035179935	17.851549639752896	12.151386988053785	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
32	12.694692140437667	19	2093.342263353652	42.69469214043767	23.422011338222678	34.320989090703144	2.994051779032617	4	2056.0542826980545	32.99405177903262	23.004803163055154	25.115062937473184	2.1246829268735965	14	2086.382109014125	32.1246829268736	23.344135485472727	32.12407644513873	16.50020482746314	14	1583.6962473708722	13.49979517253686	17.719678292261502	12.302619904021366	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
33	2.4699333513216004	19	2181.281666180148	32.4699333513216	23.688126691549115	33.985828443575784	3.1744897659943376	4	2145.9018591476224	33.17448976599434	23.303911592553362	27.14159144520827	4.038090025151995	14	2178.5686028322452	34.038090025151995	23.658663560169174	32.47546546188753	18.291740181876925	14	1615.4061177116223	11.708259818123075	17.54287186655155	12.309214236621415	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
34	0.5788892388686762	19	2264.099491202084	30.578889238868676	23.885005621472533	33.931091319967166	0.8019323455606333	4	2224.9799590450625	29.198067654439367	23.472316051464393	28.813702880095754	6.568537871846388	14	2277.608392901829	36.56853787184639	24.02751711193138	32.88110330211998	0.6768591800492381	14	1694.8229574323223	29.323140819950762	17.879450979505812	14.072827548691569	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
35	0.8222176211889263	19	2347.5763305928044	30.822217621188926	24.077705954797988	33.97393839431454	0.19224361205760587	4	2305.7092992624066	29.807756387942394	23.64830050525545	30.61262887388883	6.088957208735998	14	2375.349318675489	36.088957208736	24.3625571146204	33.45410077670208	11.7393016032768	14	1744.2790155901143	18.2606983967232	17.89004118553963	14.736648868171567	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
36	3.1669904122290475	19	2437.4035962925914	33.16699041222905	24.323362291485314	33.86149473612402	0.8443342171214709	4	2389.2460377671105	30.84433421712147	23.84278790287345	32.54659256372543	8.715184389369597	14	2480.202943063365	38.7151843893696	24.75046595988389	33.888479918834804	11.048634090211948	14	1795.6056315957903	18.951365909788052	17.91872563754634	15.273835052713366	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
37	0.4762543711835079	19	2517.3637407039696	29.523745628816492	24.460214484572976	33.455984351185364	2.693460196043077	4	2477.7908257980603	32.69346019604308	24.07570033164107	32.43192054169823	2.8259229291374766	14	2569.106484329779	32.82592292913748	24.962977985390566	33.998650555072615	17.009007129986216	14	1830.7895706187444	12.990992870013786	17.78904845945338	15.37412521916784	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
38	1.7140407062292944	19	2593.9715471245986	28.285959293770706	24.558310505321636	33.26615219724339	0.7572701247876878	4	2556.98988587676	29.242729875212312	24.208188268655714	32.28811998498764	1.80547471966781	14	2655.246311695546	31.80547471966781	25.138426619602804	33.951795840704676	17.985555504413544	14	1863.3286911276243	12.014444495586456	17.640981691149097	15.393332071816207	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
39	0.11103920027077763	19	2675.5222782919986	30.111039200270778	24.697128722695364	33.284361278047385	0.18629151101538355	4	2637.73534636776	29.813708488984616	24.348326274163938	31.858450755452747	5.06491873779396	14	2750.2137999437377	35.06491873779396	25.386588922557582	34.229487090854285	17.184311786611204	14	1898.0378467055523	12.815688213388798	17.52034935420509	15.4183371203126	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
40	9.918676261516808	19	2783.635359833607	39.91867626151681	25.068385979739794	33.605497223616965	4.970224630663381	4	2732.44637140914	34.97022463066338	24.607396965785878	31.615544672727946	0.14629378594155185	14	2831.0675876068126	29.853706214058448	25.495543002838094	34.01863158401811	11.833101574193723	14	1947.2398632754443	18.166898425806277	17.53611884375634	16.057212715709717	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
41	1.232615362624248	19	2868.2236931073808	31.232615362624248	25.21515334599895	32.88047585110449	8.124582413870762	4	2835.70044878004	38.12458241387076	24.9292347145498	32.086340540930436	0.5099522834865162	14	2913.6987083745885	30.509952283486516	25.614933699996385	33.75954273061218	13.823813493862154	14	1991.0503683962343	16.176186506137846	17.50373950238447	16.39074706280551	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
42	1.14343371965834	19	2946.3768934499726	28.85656628034166	25.299837367727847	31.496663265094895	5.856358395507691	4	2932.81141943454	35.85635839550769	25.183353869920914	32.372571202577944	1.9929728058217862	14	3000.3463430570223	31.992972805821786	25.763260190829538	33.74637171850701	17.206736992752003	14	2025.6987890408643	12.793263007247997	17.394193537381298	16.320093846276624	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
43	0.9882477633142095	19	3030.303397808949	30.98824776331421	25.42911942217299	31.348494706294154	0.38955045509095854	4	3013.006386952002	29.61044954490904	25.283969680716098	32.01616718046941	2.213747875320003	14	3087.5919102193475	32.21374787532	25.909862183658866	33.5639375035238	18.227004202927752	14	2057.5839859912685	11.772995797072246	17.266439043283363	16.32656744417154	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
44	5.56648828570264	19	3126.6293035827266	35.56648828570264	25.654394285806983	31.84725461097755	0.02852668556160154	4	3094.3336467253976	30.0285266855616	25.38940428082378	32.09921308358163	2.664454740691191	14	3176.0581418087195	32.66445474069119	26.059964240481804	33.173529190408274	17.267779619824246	14	2092.0670828542443	12.732220380175752	17.16567862854764	14.667475400194045	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
45	0.05927431036504416	19	3208.0398381732984	30.059274310365044	25.75015254721042	31.77096027989516	2.274569688889848	4	3181.7439396328077	32.27456968888985	25.53908178969478	32.34589441367638	3.137723461355442	14	3265.8061428498904	33.13772346135544	26.21382857137036	32.87840581567023	7.407774435571202	14	2153.2543604245725	22.592225564428798	17.283647040197227	15.1006281169646	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
46	0.16728510450609235	19	3288.8367743485946	29.832714895493908	25.8370155758973	31.437532728221647	5.11125910912984	4	3276.836933053368	35.11125910912984	25.742745136916803	32.77258690287722	3.102136042526766	14	3355.4577612984003	33.102136042526766	26.36038830479922	32.31710098098594	17.20608288532283	14	2187.9045526101563	12.79391711467717	17.18812087156914	14.484883237453511	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
47	6.256941435231511	19	3387.0326574023466	36.25694143523151	26.05409736463343	32.11085230886315	3.784752532131691	4	3368.337304494558	33.78475253213169	25.910286957650445	32.88171613648608	2.345641358684304	14	3443.0605399781703	32.345641358684304	26.48508107675516	32.26907282394062	16.903377600868424	14	2223.3745716078042	13.096622399131576	17.102881320060025	14.495446190365291	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
48	9.22382624995052	19	3493.2638534959624	39.22382624995052	26.3228673418848	33.20463900448114	14.576148623870772	4	3489.064373684208	44.57614862387077	26.291222910022288	34.415058011351924	9.152503360526772	14	3549.09856991293	39.15250336052677	26.743599898872947	33.00377568802652	0.208805330109044	14	2304.0590571720923	29.791194669890956	17.361826490464736	16.273121207795743	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
49	0.5642196705984084	19	3572.9857585547584	29.43578032940159	26.38512560163513	33.13711311739421	1.4511808421907766	4	3574.244655131808	31.451180842190777	26.39442206866566	34.57880524667254	21.424340656152367	14	3688.372825856676	51.42434065615237	27.23721471401854	34.63971787986236	16.160371426630896	14	2341.5413845583003	13.839628573369106	17.291382532122825	16.375515243793775	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
50	0.10336905873230862	19	3654.515716422158	30.10336905873231	26.458032336088017	32.155582397115765	6.670078040025601	4	3673.559449823544	36.6700780400256	26.595905519084482	34.74879058760876	11.609009176712483	14	3801.0638923769393	41.60900917671248	27.51901460544391	35.81524817612777	18.35424028010585	14	2373.08198379968	11.645759719894153	17.180684045608537	15.723401373202563	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51	0.997955828830527	19	3738.4685134585743	30.997955828830527	26.545338557102298	32.13211644373639	8.394629331561973	4	3777.5449042631913	38.39462933156197	26.822804053939816	34.77579527937788	13.71157267836886	14	3919.4494017141883	43.71157267836886	27.83040995300016	37.135410215616	16.90377994249846	14	2408.55091312208	13.09622005750154	17.102136661221863	15.415404728338931	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
52	0.2672214406818476	19	3818.9947887233943	29.732778559318152	26.605478934502596	32.219737671634036	4.853376592798895	4	3871.9394658686883	34.853376592798895	26.974324290522063	34.675497099107005	5.416675852759376	14	4015.369565482078	35.416675852759376	27.97354704544845	37.47778052030976	5.064710353382402	14	2503.517836995824	35.0647103533824	17.44105314597961	17.64254946295237	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
53	0.5129362154399892	19	3901.6339909735443	30.51293621543999	26.677839254519956	32.17220651684662	6.249951003707075	4	3970.1164165037285	36.249951003707075	27.146095155581044	35.3394472449868	3.3772965338289254	14	4105.766410261198	33.377296533828925	28.073616480418455	37.59413538616065	11.011385543864122	14	2554.945334481192	18.988614456135878	17.46971168876028	18.364111328858733	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
54	1.8196535786717476	19	3987.8122194157804	31.819653578671748	26.771326787686352	31.797523046143528	3.339858984649105	4	4060.4118679204867	33.339858984649105	27.25870904338228	35.67058047489555	2.51709433772308	14	4193.833540759198	32.51709433772308	28.154406986914907	37.57939934586384	16.38138539712	14	2591.829082363992	13.618614602880001	17.399691741744277	18.45275075112916	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
55	5.602307631989163	19	4084.2351359190843	35.60230763198916	26.92902287419176	32.351826378305944	3.994526858784006	4	4152.480378163026	33.994526858784006	27.378991504371594	35.84257619188497	9.946328158464006	14	4302.021512855038	39.946328158464006	28.364977007835424	38.26025981557469	8.97137217474609	14	2648.781616057388	21.02862782525391	17.46449417180695	18.296390977211672	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
56	1.5005593950609288	19	4169.549150947374	31.50055939506093	27.009225269294728	32.518610828262645	4.241461629377355	4	4245.217670075923	34.241461629377355	27.499385717091	35.755596443909724	2.153739402830773	14	4389.1045570710385	32.15373940283077	28.431446523537097	38.16542015160509	18.417665655707076	14	2680.150438239848	11.582334344292924	17.361298385359333	18.175232700173247	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
57	2.3117889601846073	19	4257.060246047874	32.31178896018461	27.100648781206623	32.12409558075795	5.983385437129847	4	4342.672672301483	35.98338543712985	27.645661574333044	35.97545973440954	2.8193474854006197	14	4477.990289843999	32.81934748540062	28.507099988396813	38.212790764276725	18.42456204209391	14	2711.500582709177	11.575437957906091	17.2615421710929	18.023114256050697	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
